"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
1,26.573,4.895,66.338,0.032,0.0,2.161,5394822.0,13675044.0,0.0,20480.0,251404.0,118447.0,62702.0,62697.0
1,26.717,4.907,66.192,0.0,0.0,2.184,5402428.0,13697429.0,0.0,16384.0,247362.0,118470.0,62824.0,62821.0
1,27.287,4.622,66.129,0.0,0.0,1.963,5393546.0,13675707.0,0.0,28672.0,252952.0,118087.0,62701.0,62701.0
1,25.942,5.176,66.805,0.0,0.0,2.077,5406894.0,13711099.0,0.0,28672.0,247285.0,118284.0,62893.0,62891.0
1,25.908,5.290,66.571,0.032,0.0,2.199,5405118.0,13701058.0,0.0,16384.0,247890.0,118589.0,62843.0,62837.0
1,27.085,4.567,66.159,0.0,0.0,2.188,5410806.0,13721880.0,0.0,16384.0,248718.0,119012.0,62924.0,62921.0
1,27.371,5.011,65.842,0.0,0.032,1.744,5477444.0,13886948.0,0.0,16384.0,262261.0,121925.0,63670.0,63662.0
1,27.376,4.785,65.811,0.0,0.0,2.028,5482914.0,13903845.0,0.0,16384.0,256374.0,122281.0,63755.0,63752.0
1,27.648,4.950,65.385,0.032,0.0,1.986,5484732.0,13904631.0,0.0,40960.0,255736.0,122380.0,63801.0,63798.0
1,26.548,5.201,66.114,0.128,0.0,2.010,5481306.0,13896800.0,0.0,163840.0,255940.0,122088.0,63735.0,63731.0
1,26.904,5.171,65.831,0.0,0.0,2.094,5492722.0,13927706.0,0.0,16384.0,257076.0,122168.0,63871.0,63858.0
1,27.120,5.049,65.799,0.032,0.0,2.001,5484904.0,13903788.0,0.0,16384.0,256895.0,122092.0,63760.0,63756.0
1,27.137,4.957,65.777,0.0,0.0,2.129,5491568.0,13920791.0,0.0,16384.0,257548.0,122558.0,63840.0,63829.0
1,27.385,5.022,65.509,0.0,0.0,2.085,5485570.0,13907197.0,0.0,16384.0,256879.0,122515.0,63811.0,63804.0
1,26.968,5.343,65.507,0.032,0.0,2.150,5490722.0,13925463.0,0.0,40960.0,256709.0,122286.0,63872.0,63868.0
1,27.287,4.638,65.883,0.0,0.0,2.192,5485626.0,13909093.0,0.0,16384.0,261775.0,122334.0,63771.0,63768.0
1,26.665,5.479,65.785,0.0,0.032,2.039,5519620.0,13989952.0,0.0,16384.0,259404.0,123231.0,64159.0,64144.0
1,27.774,4.819,65.346,0.0,0.0,2.061,5511358.0,13974548.0,0.0,16384.0,260357.0,123253.0,64117.0,64109.0
