"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
10.098,6.721,82.771,0.095,0.032,0.284,1894896.0,4848554.0,0.0,16384.0,111451.0,112740.0,22027.0,22323.0
10.896,4.720,84.067,0.0,0.0,0.317,2090706.0,5291058.0,0.0,16384.0,122232.0,130814.0,24308.0,24303.0
10.713,4.881,84.120,0.032,0.0,0.254,2122416.0,5373025.0,0.0,40960.0,124557.0,124388.0,24691.0,24688.0
10.095,4.286,85.333,0.0,0.0,0.286,2001006.0,5075070.0,0.0,16384.0,113897.0,115270.0,23269.0,23261.0
10.626,4.586,84.440,0.0,0.0,0.348,2123546.0,5384938.0,0.0,16384.0,121184.0,124322.0,24684.0,24682.0
9.858,4.929,84.897,0.0,0.0,0.316,1948848.0,4951164.0,0.0,16384.0,114729.0,121659.0,22662.0,22659.0
10.893,4.718,84.104,0.032,0.0,0.253,2072340.0,5250500.0,0.0,20480.0,121443.0,126746.0,24087.0,24086.0
10.496,4.647,84.508,0.0,0.0,0.348,2102586.0,5331867.0,0.0,28672.0,124512.0,126552.0,24461.0,24460.0
9.987,4.517,85.210,0.0,0.0,0.286,2028752.0,5150294.0,0.0,28672.0,120189.0,127261.0,23586.0,23584.0
9.946,4.798,85.002,0.032,0.0,0.222,1961162.0,4966311.0,0.0,90112.0,117237.0,126077.0,22815.0,22816.0
9.288,4.341,86.084,0.0,0.0,0.287,1933880.0,4900392.0,0.0,16384.0,112214.0,116538.0,22475.0,22476.0
9.583,4.301,85.863,0.0,0.0,0.253,1853498.0,4705534.0,0.0,20480.0,105963.0,110282.0,21562.0,21562.0
11.030,4.927,83.789,0.0,0.0,0.254,2139912.0,5434242.0,0.0,28672.0,126285.0,125200.0,24890.0,24888.0
8.978,4.981,85.755,0.0,0.032,0.254,1909436.0,4837337.0,0.0,16384.0,113541.0,118072.0,22168.0,22163.0
9.459,4.524,85.764,0.0,0.0,0.253,1975132.0,5006234.0,0.0,28672.0,115636.0,123584.0,22971.0,22973.0
9.661,4.530,85.524,0.032,0.0,0.253,1795552.0,4552052.0,0.0,16384.0,108489.0,118217.0,20884.0,20884.0
10.548,4.534,84.572,0.0,0.0,0.346,1986354.0,5042047.0,0.0,16384.0,114343.0,119258.0,23094.0,23089.0
10.010,4.181,85.524,0.0,0.0,0.285,2060060.0,5217915.0,0.0,40960.0,116013.0,120790.0,23950.0,23950.0
10.605,5.223,83.887,0.032,0.0,0.253,2085382.0,5291083.0,0.0,16384.0,118752.0,124821.0,24262.0,24260.0
10.646,5.133,83.935,0.032,0.0,0.253,2121982.0,5379230.0,0.0,163840.0,121908.0,127348.0,24663.0,24660.0
11.811,4.655,83.091,0.032,0.0,0.412,2161930.0,5479745.0,0.0,28672.0,121657.0,127090.0,25146.0,25144.0
11.129,4.788,83.830,0.0,0.0,0.254,2099974.0,5322523.0,0.0,20480.0,124243.0,122051.0,24401.0,24398.0
9.822,4.641,85.283,0.0,0.0,0.254,1936058.0,4911858.0,0.0,36864.0,112796.0,120798.0,22512.0,22514.0
10.596,4.949,84.137,0.0,0.0,0.317,2088642.0,5306155.0,0.0,16384.0,121079.0,126617.0,24290.0,24285.0
11.009,4.524,84.056,0.0,0.0,0.411,2106164.0,5326587.0,0.0,16384.0,119896.0,123841.0,24486.0,24481.0
11.005,4.821,83.857,0.0,0.0,0.317,2019796.0,5128301.0,0.0,16384.0,118093.0,125353.0,23483.0,23482.0
11.055,4.706,83.955,0.032,0.0,0.253,2056380.0,5210598.0,0.0,45056.0,119423.0,128107.0,23913.0,23912.0
10.016,4.801,84.928,0.0,0.0,0.254,2042436.0,5182515.0,0.0,28672.0,116220.0,121873.0,23754.0,23752.0
10.419,4.765,84.593,0.0,0.0,0.222,2102340.0,5323261.0,0.0,16384.0,118223.0,120820.0,24445.0,24440.0
10.605,5.350,83.539,0.032,0.0,0.475,2118260.0,5370116.0,0.0,90112.0,122617.0,128581.0,24621.0,24617.0
10.016,4.452,85.342,0.0,0.0,0.191,1988624.0,5043560.0,0.0,16384.0,115479.0,122076.0,23123.0,23122.0
11.365,4.571,83.810,0.0,0.0,0.254,2149314.0,5453609.0,0.0,20480.0,122719.0,129366.0,24988.0,24986.0
11.206,4.938,83.507,0.032,0.0,0.317,2137476.0,5421624.0,0.0,40960.0,124249.0,131976.0,24853.0,24849.0
10.384,4.573,84.694,0.032,0.0,0.318,2055448.0,5211817.0,0.0,16384.0,117257.0,121752.0,23910.0,23908.0
9.943,4.655,85.212,0.0,0.0,0.190,1965260.0,4982873.0,0.0,16384.0,112961.0,118995.0,22845.0,22845.0
11.034,5.296,83.323,0.0,0.0,0.347,2139464.0,5417969.0,0.0,16384.0,121020.0,126263.0,24871.0,24866.0
9.201,4.346,86.168,0.0,0.0,0.286,1801186.0,4572936.0,0.0,16384.0,106641.0,114836.0,20947.0,20946.0
10.289,4.636,84.789,0.032,0.0,0.254,2102233.0,5328269.0,0.0,28672.0,118650.0,122352.0,24441.0,24438.0
9.803,4.093,85.914,0.0,0.0,0.190,1904756.0,4832472.0,0.0,28672.0,111801.0,119945.0,22156.0,22157.0
9.649,4.121,85.942,0.032,0.0,0.256,1879082.0,4768858.0,0.0,163840.0,112973.0,122868.0,21848.0,21846.0
10.338,4.869,84.572,0.0,0.0,0.221,1909822.0,4837940.0,0.0,16384.0,113039.0,121388.0,22199.0,22197.0
10.292,4.511,84.720,0.0,0.0,0.476,2091316.0,5303375.0,0.0,20480.0,117037.0,120893.0,24322.0,24318.0
10.185,4.806,84.691,0.032,0.0,0.286,2006894.0,5089909.0,0.0,28672.0,118977.0,129190.0,23334.0,23329.0
9.477,4.628,85.674,0.0,0.0,0.222,1833100.0,4646119.0,0.0,16384.0,108827.0,117780.0,21315.0,21315.0
10.402,4.900,84.445,0.0,0.0,0.253,2046750.0,5197750.0,0.0,28672.0,118541.0,124632.0,23790.0,23791.0
