"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
9.477,4.025,86.276,0.0,0.0,0.222,1871112.0,4702255.0,0.0,16384.0,106502.0,96995.0,21784.0,21810.0
9.128,4.201,86.450,0.032,0.0,0.190,1620108.0,4114761.0,0.0,16384.0,119744.0,88773.0,18839.0,18925.0
8.841,3.757,87.180,0.0,0.0,0.221,1579164.0,4015890.0,0.0,16384.0,92611.0,87824.0,18363.0,18374.0
10.471,4.492,84.752,0.0,0.0,0.285,1838006.0,4761576.0,0.0,16384.0,112736.0,102643.0,21407.0,21410.0
8.217,3.287,88.180,0.032,0.0,0.284,1475832.0,3700250.0,0.0,28672.0,84838.0,80491.0,17150.0,17155.0
9.621,4.333,85.983,0.032,0.0,0.032,1980240.0,5020548.0,0.0,32768.0,109398.0,102473.0,23020.0,23019.0
9.356,3.774,86.552,0.0,0.0,0.317,1748562.0,4471106.0,0.0,16384.0,100174.0,95207.0,20348.0,20350.0
8.844,3.664,87.176,0.0,0.0,0.316,1696626.0,4278373.0,0.0,16384.0,94955.0,90137.0,19712.0,19715.0
8.163,3.404,88.182,0.032,0.0,0.221,1419786.0,3622935.0,0.0,86016.0,84207.0,84157.0,16516.0,16522.0
7.573,3.187,89.050,0.032,0.0,0.158,1303456.0,3293571.0,0.0,4096.0,77006.0,75534.0,15154.0,15157.0
8.199,3.910,87.701,0.0,0.0,0.189,1597664.0,4044971.0,0.0,40960.0,91065.0,87047.0,18570.0,18567.0
10.028,4.510,85.210,0.032,0.0,0.221,1911726.0,4858770.0,0.0,20480.0,107927.0,101275.0,22245.0,22241.0
10.218,5.456,84.043,0.0,0.0,0.284,1423538.0,3641449.0,0.0,28672.0,81805.0,75240.0,16534.0,17109.0
9.949,4.273,85.459,0.0,0.0,0.319,1989550.0,5039075.0,0.0,16384.0,108868.0,98922.0,23161.0,23159.0
8.397,3.897,87.579,0.0,0.0,0.127,1626992.0,4128918.0,0.0,16384.0,91826.0,86769.0,18890.0,18889.0
9.729,4.565,85.359,0.031,0.0,0.315,1968774.0,4992704.0,0.0,28672.0,108447.0,99311.0,22909.0,22911.0
9.623,4.242,85.850,0.0,0.0,0.285,1933870.0,4909735.0,0.0,28672.0,106160.0,95258.0,22491.0,22491.0
9.933,4.394,85.450,0.0,0.0,0.223,2031763.0,5163050.0,0.0,45056.0,109918.0,99124.0,23598.0,23597.0
9.238,4.159,86.476,0.0,0.0,0.127,1846876.0,4691188.0,0.0,16384.0,100135.0,91300.0,21486.0,21491.0
10.891,4.583,84.118,0.031,0.0,0.377,2047298.0,5185160.0,0.0,90112.0,114028.0,102410.0,23805.0,23803.0
10.407,4.699,84.579,0.0,0.0,0.315,1994948.0,5052451.0,0.0,28672.0,108852.0,99233.0,23202.0,23203.0
10.785,4.163,84.705,0.032,0.0,0.315,2020542.0,5144788.0,0.0,32768.0,110847.0,101102.0,23499.0,23499.0
9.679,4.494,85.575,0.031,0.0,0.220,1797106.0,4573299.0,0.0,32768.0,99903.0,94708.0,20875.0,20870.0
8.862,3.666,87.217,0.0,0.0,0.255,1712528.0,4337395.0,0.0,16384.0,97450.0,94052.0,19938.0,19939.0
8.484,4.036,87.321,0.0,0.0,0.159,1694048.0,4295506.0,0.0,24576.0,96511.0,89300.0,19675.0,19684.0
9.662,4.389,85.728,0.032,0.0,0.189,1953732.0,4955131.0,0.0,28672.0,104277.0,93970.0,22712.0,22713.0
8.609,3.875,87.262,0.0,0.0,0.254,1748616.0,4438891.0,0.0,16384.0,96151.0,91193.0,20341.0,20340.0
9.946,4.421,85.286,0.032,0.0,0.316,2011160.0,5113886.0,0.0,16384.0,108470.0,101003.0,23390.0,23392.0
8.368,3.518,87.924,0.0,0.0,0.190,1599200.0,4056189.0,0.0,40960.0,89563.0,86608.0,18588.0,18591.0
9.681,4.510,85.557,0.032,0.0,0.221,1871858.0,4740732.0,0.0,106496.0,113732.0,96801.0,21769.0,21772.0
9.223,4.232,86.355,0.0,0.0,0.190,1830572.0,4667163.0,0.0,28672.0,104806.0,97757.0,21302.0,21309.0
9.943,3.958,85.750,0.0,0.0,0.348,1909674.0,4848862.0,0.0,20480.0,101593.0,91691.0,22203.0,22208.0
