"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
10.977,5.108,83.629,0.0,0.0,0.286,2167466.0,5497872.0,0.0,20480.0,130509.0,146658.0,25191.0,25186.0
11.257,4.925,83.499,0.0,0.0,0.320,2305626.0,5849427.0,0.0,45056.0,134198.0,149569.0,26814.0,26815.0
11.836,5.282,82.564,0.032,0.0,0.286,2352794.0,5959869.0,0.0,16384.0,138529.0,152965.0,27357.0,27354.0
11.125,4.959,83.566,0.0,0.0,0.350,2172924.0,5504496.0,0.0,16384.0,140516.0,145369.0,25264.0,25261.0
11.485,8.534,79.791,0.0,0.0,0.190,2180578.0,5545766.0,0.0,16384.0,127315.0,137922.0,25351.0,25531.0
11.604,5.041,82.974,0.0,0.0,0.380,2402838.0,6089955.0,0.0,32768.0,139658.0,151868.0,27934.0,27931.0
11.804,4.842,83.038,0.0,0.032,0.285,2330670.0,5913523.0,0.0,16384.0,138130.0,148338.0,27105.0,27100.0
11.451,4.785,83.541,0.0,0.0,0.223,2395910.0,6075095.0,0.0,28672.0,141381.0,155997.0,27851.0,27875.0
11.890,4.909,83.041,0.0,0.0,0.159,2489692.0,6308050.0,0.0,16384.0,145563.0,157552.0,28953.0,28955.0
11.132,4.604,83.822,0.063,0.0,0.378,2211134.0,5614563.0,0.0,90112.0,133391.0,140878.0,25712.0,25710.0
11.320,4.960,83.466,0.032,0.0,0.223,2256838.0,5724976.0,0.0,32768.0,133832.0,146190.0,26250.0,26253.0
11.920,5.054,82.772,0.0,0.0,0.254,2329344.0,5905742.0,0.0,16384.0,137712.0,151376.0,27084.0,27079.0
11.919,5.343,82.422,0.0,0.0,0.316,2379878.0,6032491.0,0.0,16384.0,140951.0,155914.0,27680.0,27673.0
11.679,4.951,82.958,0.032,0.0,0.381,2266976.0,5745541.0,0.0,28672.0,136709.0,150803.0,26349.0,26345.0
11.193,5.230,83.259,0.0,0.0,0.319,2312344.0,5866009.0,0.0,32768.0,134108.0,147369.0,26881.0,26878.0
11.515,4.880,83.285,0.0,0.0,0.319,2360988.0,5987581.0,0.0,28672.0,138800.0,153257.0,27455.0,27451.0
12.219,4.590,82.938,0.0,0.0,0.253,2396296.0,6077951.0,0.0,16384.0,140813.0,155200.0,27861.0,27861.0
11.227,4.694,83.825,0.0,0.0,0.254,2275512.0,5768446.0,0.0,16384.0,134069.0,141363.0,26471.0,26471.0
11.260,4.830,83.653,0.032,0.0,0.224,2395332.0,6075365.0,0.0,16384.0,139254.0,150527.0,27841.0,27840.0
11.541,4.914,83.196,0.0,0.0,0.349,2344338.0,5941101.0,0.0,102400.0,137918.0,149087.0,27270.0,27277.0
11.136,5.059,83.519,0.0,0.032,0.255,2223648.0,5641623.0,0.0,32768.0,132898.0,147344.0,25860.0,25857.0
11.359,4.773,83.487,0.0,0.0,0.382,2344398.0,5948212.0,0.0,16384.0,135824.0,147267.0,27249.0,27251.0
11.097,5.739,82.752,0.032,0.0,0.380,2248094.0,5705428.0,0.0,16384.0,134903.0,143748.0,26137.0,26134.0
12.547,5.088,82.080,0.0,0.0,0.284,2363366.0,5984508.0,0.0,16384.0,140113.0,153920.0,27484.0,27486.0
11.941,4.598,83.174,0.0,0.0,0.287,2364904.0,6003382.0,0.0,16384.0,138496.0,153691.0,27488.0,27483.0
12.646,5.140,81.962,0.0,0.0,0.252,2399194.0,6077605.0,0.0,40960.0,141223.0,156640.0,27906.0,27905.0
11.189,5.008,83.518,0.0,0.032,0.254,2337486.0,5933920.0,0.0,16384.0,139150.0,155896.0,27182.0,27182.0
10.942,4.902,83.776,0.032,0.0,0.348,2297466.0,5818986.0,0.0,16384.0,131092.0,138486.0,26699.0,26691.0
11.354,4.345,84.110,0.0,0.0,0.190,2266488.0,5746268.0,0.0,16384.0,130769.0,143548.0,26360.0,26359.0
11.447,4.674,83.561,0.032,0.0,0.286,2289626.0,5816370.0,0.0,94208.0,136598.0,153205.0,26631.0,26629.0
11.457,4.856,83.275,0.0,0.0,0.413,2428062.0,6143311.0,0.0,32768.0,139290.0,152134.0,28227.0,28227.0
11.469,5.352,83.052,0.032,0.0,0.096,2454392.0,6223113.0,0.0,28672.0,147150.0,165320.0,28530.0,28525.0
10.866,4.442,84.436,0.0,0.0,0.256,2356240.0,5971148.0,0.0,16384.0,137595.0,152668.0,27384.0,27375.0
11.185,4.785,83.682,0.032,0.0,0.317,2234850.0,5668545.0,0.0,16384.0,132124.0,145101.0,25988.0,25987.0
10.931,4.175,84.736,0.0,0.0,0.159,2188076.0,5547159.0,0.0,24576.0,130879.0,143674.0,25459.0,25457.0
11.480,5.038,83.259,0.0,0.0,0.223,2339450.0,5938216.0,0.0,28672.0,137622.0,152563.0,27208.0,27214.0
11.256,4.369,84.152,0.0,0.0,0.223,2273714.0,5767475.0,0.0,16384.0,133116.0,147029.0,26424.0,26423.0
11.685,5.098,82.806,0.0,0.0,0.412,2295000.0,5811064.0,0.0,40960.0,134875.0,149581.0,26686.0,26687.0
11.171,4.551,84.087,0.0,0.0,0.191,2175094.0,5518068.0,0.0,16384.0,128606.0,143991.0,25307.0,25303.0
12.037,5.100,82.483,0.032,0.0,0.348,2342296.0,5945409.0,0.0,90112.0,136706.0,150899.0,27229.0,27228.0
10.746,4.751,84.120,0.0,0.0,0.383,2230706.0,5661968.0,0.0,32768.0,130704.0,141527.0,25935.0,25933.0
11.594,4.982,83.073,0.0,0.0,0.351,2317013.0,5862446.0,0.0,16384.0,137298.0,152599.0,26936.0,26931.0
11.471,4.766,83.413,0.0,0.0,0.350,2254642.0,5719206.0,0.0,16384.0,132574.0,144181.0,26208.0,26198.0
11.305,5.256,83.059,0.032,0.0,0.348,2345888.0,5948933.0,0.0,28672.0,134044.0,144841.0,27291.0,27289.0
11.642,5.188,82.854,0.0,0.0,0.316,2370388.0,6003789.0,0.0,16384.0,138734.0,152274.0,27563.0,27565.0
11.659,4.992,83.160,0.032,0.0,0.158,2266136.0,5762966.0,0.0,32768.0,132162.0,143724.0,26345.0,26341.0
12.377,4.780,82.684,0.0,0.0,0.158,2308168.0,5844109.0,0.0,16384.0,135048.0,149211.0,26844.0,26844.0
11.944,4.987,82.783,0.032,0.0,0.254,2428418.0,6160713.0,0.0,16384.0,142323.0,156385.0,28230.0,28229.0
11.401,4.904,83.408,0.0,0.0,0.287,2343266.0,5937855.0,0.0,16384.0,135525.0,149404.0,27247.0,27246.0
11.069,4.530,84.115,0.032,0.0,0.255,2289206.0,5806368.0,0.0,118784.0,135712.0,151467.0,26636.0,26636.0
11.220,4.786,83.645,0.032,0.0,0.317,2303710.0,5840633.0,0.0,32768.0,133943.0,145961.0,26776.0,26775.0
12.306,4.650,82.790,0.0,0.0,0.253,2375210.0,6024432.0,0.0,16384.0,142860.0,160508.0,27621.0,27622.0
11.358,4.632,83.725,0.0,0.0,0.286,2187348.0,5547314.0,0.0,16384.0,133491.0,149144.0,25430.0,25429.0
11.798,5.201,82.683,0.0,0.032,0.285,2295498.0,5822637.0,0.0,16384.0,137068.0,151504.0,26715.0,26709.0
11.374,5.118,83.223,0.0,0.0,0.284,2289552.0,5805145.0,0.0,16384.0,133722.0,146917.0,26629.0,26626.0
11.970,4.940,82.774,0.0,0.0,0.317,2267380.0,5749047.0,0.0,45056.0,134218.0,148998.0,26349.0,26349.0
10.838,4.718,84.189,0.0,0.0,0.255,2253128.0,5708516.0,0.0,16384.0,130912.0,143217.0,26206.0,26201.0
12.354,4.688,82.610,0.0,0.0,0.348,2300756.0,5835661.0,0.0,16384.0,134866.0,145889.0,26732.0,26732.0
