"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
5.685,2.716,91.535,0.0,0.0,0.063,1045692.0,2666142.0,0.0,16384.0,83536.0,115177.0,12165.0,12165.0
5.422,3.279,91.236,0.032,0.0,0.032,1007960.0,2554961.0,0.0,16384.0,78856.0,110202.0,11713.0,11721.0
5.556,4.924,89.457,0.032,0.0,0.032,1003318.0,2545232.0,0.0,28672.0,80410.0,108798.0,11683.0,11692.0
5.645,2.712,91.548,0.032,0.0,0.063,1050466.0,2680382.0,0.0,32768.0,82551.0,114881.0,12218.0,12219.0
5.438,2.972,91.559,0.0,0.0,0.032,1079766.0,2738858.0,0.0,16384.0,84595.0,114784.0,12554.0,12551.0
5.610,2.853,91.474,0.0,0.0,0.063,1115172.0,2825411.0,0.0,20480.0,85634.0,119181.0,12960.0,12954.0
5.784,3.129,91.056,0.0,0.0,0.032,1199610.0,3054317.0,0.0,16384.0,91493.0,124951.0,13943.0,13943.0
6.137,2.879,90.952,0.0,0.0,0.032,1213844.0,3076874.0,0.0,28672.0,91294.0,123164.0,14130.0,14127.0
6.137,3.353,90.446,0.032,0.0,0.032,1248572.0,3166546.0,0.0,102400.0,94031.0,125387.0,14518.0,14518.0
6.238,2.913,90.817,0.0,0.0,0.032,1248600.0,3165091.0,0.0,16384.0,94003.0,127578.0,14520.0,14517.0
6.485,3.069,90.320,0.0,0.0,0.127,1254912.0,3192507.0,0.0,20480.0,92457.0,125924.0,14590.0,14589.0
5.598,3.226,91.082,0.0,0.0,0.095,1206474.0,3056352.0,0.0,16384.0,90195.0,122429.0,14027.0,14026.0
6.347,3.094,90.496,0.032,0.0,0.032,1246588.0,3165964.0,0.0,28672.0,93473.0,128452.0,14502.0,14500.0
5.866,2.917,91.186,0.0,0.0,0.032,1186458.0,3020482.0,0.0,16384.0,90227.0,121859.0,13792.0,13791.0
6.029,3.220,90.657,0.032,0.0,0.063,1229184.0,3115404.0,0.0,28672.0,92162.0,125369.0,14293.0,14294.0
6.072,2.941,90.923,0.032,0.0,0.032,1220224.0,3096545.0,0.0,16384.0,92355.0,125540.0,14203.0,14200.0
6.100,3.161,90.676,0.0,0.0,0.063,1241380.0,3156909.0,0.0,16384.0,94054.0,126845.0,14432.0,14426.0
6.163,3.161,90.550,0.032,0.0,0.095,1267946.0,3214173.0,0.0,28672.0,95012.0,129136.0,14749.0,14744.0
6.024,2.980,90.932,0.032,0.0,0.032,1227182.0,3113624.0,0.0,90112.0,91983.0,126038.0,14269.0,14264.0
6.082,3.199,90.719,0.0,0.0,0.0,1251866.0,3185833.0,0.0,16384.0,93213.0,126355.0,14572.0,14574.0
6.130,3.128,90.679,0.0,0.0,0.063,1240710.0,3146052.0,0.0,32768.0,91600.0,125672.0,14416.0,14409.0
6.117,3.106,90.745,0.0,0.0,0.032,1274876.0,3233988.0,0.0,16384.0,93780.0,129139.0,14823.0,14821.0
5.774,3.236,90.958,0.0,0.0,0.032,1231804.0,3131476.0,0.0,28672.0,100051.0,126806.0,14323.0,14320.0
5.920,3.039,90.978,0.032,0.0,0.032,1224358.0,3104591.0,0.0,16384.0,93763.0,127771.0,14245.0,14247.0
5.600,3.023,91.346,0.0,0.0,0.032,1253144.0,3177178.0,0.0,16384.0,93682.0,126624.0,14567.0,14560.0
6.169,3.195,90.604,0.0,0.0,0.032,1274272.0,3241320.0,0.0,28672.0,95660.0,128877.0,14810.0,14818.0
6.155,3.046,90.768,0.0,0.0,0.032,1300642.0,3291982.0,0.0,16384.0,95307.0,128457.0,15121.0,15115.0
6.673,3.352,89.911,0.0,0.0,0.063,1346526.0,3414796.0,0.0,28672.0,98239.0,134823.0,15652.0,15646.0
5.703,2.915,91.318,0.032,0.0,0.032,1181994.0,3006017.0,0.0,98304.0,89711.0,121330.0,13746.0,13742.0
5.957,2.915,91.001,0.032,0.0,0.095,1231684.0,3121025.0,0.0,16384.0,90919.0,123692.0,14323.0,14319.0
6.111,3.008,90.849,0.0,0.0,0.032,1240394.0,3149122.0,0.0,20480.0,91653.0,124717.0,14409.0,14405.0
6.086,3.122,90.697,0.032,0.0,0.063,1234820.0,3144483.0,0.0,40960.0,92340.0,125228.0,14378.0,14378.0
5.961,3.234,90.774,0.0,0.0,0.032,1287242.0,3260364.0,0.0,28672.0,96669.0,131660.0,14963.0,14959.0
6.193,2.938,90.837,0.0,0.0,0.032,1240010.0,3143366.0,0.0,28672.0,92656.0,125658.0,14419.0,14412.0
6.266,2.816,90.886,0.032,0.0,0.0,1251386.0,3184801.0,0.0,16384.0,93146.0,126252.0,14559.0,14559.0
6.126,3.000,90.843,0.0,0.0,0.032,1239748.0,3142035.0,0.0,16384.0,95267.0,129466.0,14413.0,14410.0
