"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.297,4.937,83.513,0.032,0.0,0.222,2049264.0,5190345.0,0.0,40960.0,126800.0,130404.0,23824.0,23822.0
11.086,4.606,84.053,0.0,0.0,0.254,2146844.0,5456921.0,0.0,16384.0,134483.0,127917.0,24973.0,24978.0
10.540,4.540,84.540,0.0,0.0,0.381,2127022.0,5394816.0,0.0,28672.0,126156.0,127205.0,24742.0,24739.0
10.280,5.092,84.309,0.0,0.0,0.318,2076842.0,5259408.0,0.0,16384.0,126703.0,133054.0,24130.0,24122.0
10.670,4.954,84.090,0.032,0.0,0.254,2130452.0,5399889.0,0.0,16384.0,127790.0,131067.0,24781.0,24778.0
11.104,4.537,83.978,0.0,0.0,0.381,2204672.0,5600010.0,0.0,16384.0,129971.0,132011.0,25636.0,25636.0
10.826,7.376,81.513,0.032,0.0,0.253,1808194.0,4595823.0,0.0,28672.0,108326.0,106873.0,21029.0,21285.0
11.048,5.192,83.412,0.032,0.0,0.317,2118496.0,5377035.0,0.0,16384.0,128516.0,134220.0,24639.0,24637.0
12.030,4.799,82.949,0.0,0.0,0.221,2139736.0,5424052.0,0.0,32768.0,131354.0,131192.0,24890.0,24887.0
10.992,4.769,83.828,0.032,0.0,0.379,2114802.0,5363313.0,0.0,90112.0,130374.0,137707.0,24584.0,24582.0
11.009,5.140,83.534,0.032,0.0,0.286,2049702.0,5198437.0,0.0,20480.0,129048.0,136660.0,23821.0,23819.0
10.555,5.166,84.120,0.0,0.0,0.158,2075462.0,5259848.0,0.0,28672.0,128509.0,135745.0,24135.0,24131.0
11.295,5.282,83.169,0.0,0.0,0.255,2232060.0,5669471.0,0.0,16384.0,134776.0,140047.0,25955.0,25954.0
11.616,4.987,83.049,0.0,0.0,0.347,2082402.0,5266006.0,0.0,16384.0,128305.0,132543.0,24227.0,24223.0
11.884,5.148,82.682,0.032,0.0,0.254,2290666.0,5828545.0,0.0,28672.0,139584.0,142134.0,26637.0,26638.0
10.646,4.341,84.664,0.0,0.0,0.349,2092706.0,5294076.0,0.0,20480.0,124264.0,124651.0,24327.0,24321.0
11.694,4.836,83.186,0.0,0.0,0.284,2097054.0,5311368.0,0.0,28672.0,130245.0,137360.0,24369.0,24366.0
10.166,5.067,84.512,0.0,0.0,0.255,2009262.0,5103027.0,0.0,16384.0,124761.0,132925.0,23362.0,23358.0
11.210,4.922,83.487,0.0,0.0,0.381,2130480.0,5392334.0,0.0,16384.0,141411.0,136656.0,24789.0,24785.0
11.108,4.983,83.529,0.0,0.0,0.381,2200474.0,5586112.0,0.0,90112.0,134271.0,136544.0,25600.0,25599.0
11.193,5.309,83.147,0.032,0.0,0.320,2219718.0,5627623.0,0.0,40960.0,135756.0,141363.0,25786.0,25784.0
10.935,4.628,84.279,0.0,0.0,0.158,2019904.0,5119584.0,0.0,28672.0,125693.0,133966.0,23473.0,23468.0
10.642,4.670,84.466,0.032,0.0,0.191,2106034.0,5339827.0,0.0,16384.0,130594.0,138494.0,24501.0,24502.0
10.671,5.066,84.009,0.0,0.0,0.253,2039930.0,5179521.0,0.0,16384.0,128250.0,137508.0,23705.0,23702.0
10.136,5.607,83.909,0.0,0.0,0.348,2089862.0,5292824.0,0.0,16384.0,129746.0,130127.0,24308.0,24306.0
10.105,4.973,84.571,0.0,0.0,0.351,2027396.0,5142413.0,0.0,45056.0,126111.0,131220.0,23584.0,23578.0
10.661,4.587,84.404,0.032,0.0,0.316,2084262.0,5291534.0,0.0,28672.0,128209.0,130722.0,24220.0,24219.0
10.257,4.986,84.344,0.0,0.0,0.413,1977290.0,5005240.0,0.0,16384.0,122869.0,130473.0,22999.0,22996.0
11.802,5.144,82.865,0.032,0.0,0.158,2166386.0,5490706.0,0.0,16384.0,131314.0,137111.0,25179.0,25178.0
9.030,3.929,86.977,0.032,0.0,0.032,1788618.0,4540917.0,0.0,90112.0,115323.0,120834.0,20809.0,20810.0
10.988,5.399,83.392,0.0,0.0,0.222,2206906.0,5595147.0,0.0,20480.0,133964.0,135922.0,25654.0,25652.0
10.634,5.189,83.986,0.0,0.0,0.191,2132912.0,5403721.0,0.0,40960.0,128579.0,133360.0,24822.0,24820.0
10.288,5.128,84.394,0.0,0.0,0.190,2041030.0,5176939.0,0.0,16384.0,125055.0,132841.0,23734.0,23727.0
10.977,4.378,84.423,0.0,0.0,0.222,2138868.0,5428330.0,0.0,16384.0,125333.0,127810.0,24861.0,24853.0
10.861,4.414,84.535,0.0,0.0,0.191,2022988.0,5128143.0,0.0,16384.0,125150.0,133136.0,23506.0,23503.0
10.382,4.873,84.554,0.032,0.0,0.159,2023908.0,5132459.0,0.0,28672.0,124307.0,130216.0,23541.0,23542.0
11.923,5.281,82.543,0.0,0.0,0.253,2165972.0,5485900.0,0.0,28672.0,134453.0,137800.0,25179.0,25175.0
10.945,4.918,83.883,0.0,0.0,0.254,2113502.0,5363861.0,0.0,28672.0,130147.0,128829.0,24573.0,24570.0
11.412,5.013,83.165,0.0,0.0,0.410,2157548.0,5472138.0,0.0,16384.0,129211.0,133134.0,25091.0,25092.0
11.947,5.120,82.554,0.032,0.032,0.316,2195336.0,5560434.0,0.0,90112.0,134702.0,140749.0,25521.0,25515.0
10.590,5.010,84.020,0.0,0.0,0.380,2090008.0,5304065.0,0.0,20480.0,127831.0,133530.0,24310.0,24307.0
10.971,5.280,83.402,0.032,0.0,0.316,2142659.0,5431021.0,0.0,28672.0,131823.0,139926.0,24905.0,24903.0
10.269,4.913,84.311,0.032,0.0,0.475,2051094.0,5203402.0,0.0,28672.0,125842.0,130339.0,23851.0,23845.0
9.759,4.563,85.488,0.0,0.0,0.190,2068986.0,5243315.0,0.0,16384.0,120511.0,121194.0,24063.0,24064.0
10.854,4.887,83.910,0.0,0.0,0.349,2091142.0,5305218.0,0.0,16384.0,127913.0,135624.0,24313.0,24307.0
11.757,5.183,82.743,0.0,0.0,0.316,2214672.0,5616565.0,0.0,16384.0,135610.0,136065.0,25742.0,25737.0
10.678,4.689,84.252,0.032,0.0,0.349,2074268.0,5256319.0,0.0,28672.0,125622.0,129213.0,24117.0,24115.0
11.044,5.205,83.529,0.0,0.0,0.222,2141504.0,5431605.0,0.0,16384.0,130081.0,137049.0,24906.0,24906.0
10.171,4.785,84.791,0.0,0.0,0.253,1990232.0,5050055.0,0.0,28672.0,120286.0,124639.0,23137.0,23132.0
