"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.402,6.570,81.838,0.032,0.0,0.158,2041590.0,5197495.0,0.0,20480.0,119434.0,116710.0,23727.0,23987.0
11.746,4.926,83.075,0.0,0.0,0.253,2168142.0,5499748.0,0.0,16384.0,126443.0,134497.0,25216.0,25215.0
11.273,4.541,83.836,0.0,0.0,0.349,2191830.0,5555574.0,0.0,16384.0,127499.0,135380.0,25499.0,25499.0
11.104,5.250,83.233,0.0,0.0,0.414,2202028.0,5584395.0,0.0,16384.0,127592.0,134591.0,25594.0,25599.0
11.001,4.879,83.769,0.032,0.0,0.319,2247994.0,5707588.0,0.0,16384.0,129582.0,136692.0,26137.0,26130.0
10.207,4.897,84.452,0.0,0.0,0.445,2121420.0,5377430.0,0.0,40960.0,124329.0,131761.0,24668.0,24675.0
10.870,4.915,83.869,0.0,0.032,0.315,2103006.0,5327702.0,0.0,16384.0,122754.0,129414.0,24460.0,24456.0
10.977,5.140,83.566,0.0,0.0,0.317,2130392.0,5401420.0,0.0,16384.0,125691.0,137316.0,24768.0,24765.0
10.955,4.809,83.822,0.0,0.0,0.414,2238568.0,5679520.0,0.0,16384.0,130018.0,140011.0,26018.0,26014.0
10.767,4.547,84.244,0.063,0.0,0.379,2159258.0,5477040.0,0.0,163840.0,124343.0,132701.0,25113.0,25112.0
10.130,4.590,84.964,0.0,0.0,0.317,2121370.0,5380020.0,0.0,32768.0,120265.0,129146.0,24672.0,24673.0
11.341,4.906,83.402,0.032,0.0,0.319,2242542.0,5682717.0,0.0,28672.0,131251.0,137472.0,26083.0,26082.0
11.367,5.045,83.238,0.0,0.0,0.351,2235034.0,5676130.0,0.0,16384.0,129681.0,136337.0,25983.0,25983.0
10.439,5.220,84.055,0.032,0.0,0.255,2165646.0,5492973.0,0.0,16384.0,126400.0,135086.0,25179.0,25169.0
11.220,4.916,83.517,0.0,0.032,0.315,2177902.0,5514739.0,0.0,16384.0,123678.0,129018.0,25334.0,25346.0
11.715,4.768,83.107,0.0,0.0,0.410,2266312.0,5759376.0,0.0,28672.0,128179.0,131003.0,26356.0,26361.0
11.454,4.295,83.805,0.0,0.0,0.445,2275886.0,5756631.0,0.0,20480.0,127586.0,132673.0,26462.0,26451.0
10.458,4.895,84.266,0.032,0.0,0.350,2084646.0,5291447.0,0.0,28672.0,123323.0,128977.0,24239.0,24240.0
9.939,4.428,85.378,0.0,0.0,0.255,2173158.0,5513906.0,0.0,16384.0,123874.0,129671.0,25253.0,25250.0
10.175,4.753,84.785,0.0,0.0,0.287,2172572.0,5498648.0,0.0,90112.0,123567.0,130185.0,25264.0,25262.0
11.210,5.414,82.994,0.0,0.0,0.382,2285298.0,5798037.0,0.0,28672.0,132617.0,141588.0,26575.0,26574.0
11.843,4.623,83.249,0.0,0.0,0.285,2241128.0,5692098.0,0.0,20480.0,127777.0,134767.0,26054.0,26050.0
10.664,4.949,84.004,0.0,0.0,0.383,2236180.0,5652102.0,0.0,16384.0,128444.0,137295.0,25998.0,25996.0
11.368,5.003,83.281,0.032,0.0,0.317,2153830.0,5470508.0,0.0,28672.0,126083.0,135930.0,25046.0,25043.0
11.200,4.978,83.567,0.0,0.0,0.255,2295308.0,5822064.0,0.0,16384.0,129949.0,138956.0,26684.0,26685.0
11.326,4.537,83.725,0.0,0.0,0.412,2213924.0,5612626.0,0.0,28672.0,127631.0,135367.0,25756.0,25752.0
11.083,4.567,84.031,0.0,0.0,0.319,2140740.0,5415698.0,0.0,24576.0,130377.0,129581.0,24864.0,24859.0
10.850,5.108,83.725,0.032,0.0,0.286,2166982.0,5501203.0,0.0,16384.0,128646.0,134778.0,25208.0,25207.0
11.500,5.288,82.797,0.0,0.0,0.414,2300870.0,5837994.0,0.0,16384.0,133510.0,142256.0,26753.0,26749.0
10.787,4.854,84.010,0.032,0.0,0.317,2223258.0,5637744.0,0.0,114688.0,130889.0,139966.0,25839.0,25838.0
10.211,4.371,85.067,0.032,0.0,0.319,2201134.0,5574231.0,0.0,28672.0,124943.0,129479.0,25608.0,25604.0
11.323,5.057,83.142,0.0,0.0,0.477,2236640.0,5695229.0,0.0,20480.0,130077.0,140143.0,25998.0,26005.0
11.403,4.783,83.497,0.0,0.0,0.317,2189716.0,5542384.0,0.0,16384.0,129867.0,131821.0,25468.0,25464.0
10.297,4.454,84.934,0.032,0.0,0.284,2114940.0,5351286.0,0.0,16384.0,120643.0,127465.0,24589.0,24588.0
10.269,5.071,84.279,0.0,0.0,0.380,2227026.0,5662624.0,0.0,16384.0,129342.0,131400.0,25897.0,25894.0
11.699,4.431,83.647,0.0,0.0,0.223,2319946.0,5869960.0,0.0,40960.0,133239.0,138808.0,26977.0,26979.0
10.875,4.756,84.020,0.0,0.0,0.349,2139428.0,5432222.0,0.0,20480.0,122884.0,127071.0,24874.0,24870.0
10.565,4.346,84.708,0.0,0.0,0.381,2168890.0,5501647.0,0.0,16384.0,123526.0,125373.0,25231.0,25233.0
11.203,4.679,83.832,0.0,0.0,0.286,2174276.0,5508197.0,0.0,16384.0,128357.0,134531.0,25275.0,25268.0
10.991,4.797,83.736,0.032,0.032,0.413,2126692.0,5386612.0,0.0,90112.0,125708.0,132987.0,24704.0,24702.0
11.729,4.990,83.026,0.0,0.0,0.254,2282542.0,5793480.0,0.0,28672.0,138829.0,147833.0,26577.0,26578.0
11.249,5.545,82.951,0.0,0.0,0.255,2178212.0,5522509.0,0.0,32768.0,132518.0,138517.0,25323.0,25324.0
12.048,4.851,82.720,0.032,0.0,0.349,2271166.0,5752681.0,0.0,16384.0,130624.0,137623.0,26390.0,26385.0
11.733,5.033,82.919,0.0,0.0,0.315,2183644.0,5551502.0,0.0,16384.0,126749.0,134447.0,25393.0,25394.0
10.612,4.685,84.385,0.0,0.0,0.319,2247738.0,5687075.0,0.0,16384.0,127790.0,133199.0,26141.0,26137.0
10.811,4.833,83.975,0.032,0.032,0.318,2141236.0,5428725.0,0.0,28672.0,125230.0,132710.0,24887.0,24885.0
11.341,5.114,83.227,0.0,0.0,0.318,2193566.0,5577439.0,0.0,28672.0,127349.0,136540.0,25517.0,25520.0
10.506,4.839,84.527,0.0,0.0,0.127,2172200.0,5501065.0,0.0,16384.0,125696.0,130825.0,25270.0,25269.0
11.688,4.910,82.863,0.032,0.0,0.507,2263646.0,5749216.0,0.0,16384.0,130146.0,139192.0,26316.0,26317.0
11.220,4.945,83.423,0.032,0.0,0.380,2203696.0,5587216.0,0.0,90112.0,129455.0,134499.0,25608.0,25607.0
11.524,5.079,83.206,0.0,0.0,0.190,2198306.0,5571793.0,0.0,28672.0,126773.0,135230.0,25578.0,25577.0
11.051,4.859,83.741,0.0,0.0,0.349,2213924.0,5602861.0,0.0,20480.0,126676.0,131644.0,25732.0,25733.0
10.711,4.941,84.029,0.0,0.0,0.319,2210306.0,5604229.0,0.0,32768.0,128895.0,135525.0,25702.0,25701.0
11.642,4.587,83.455,0.0,0.0,0.316,2182614.0,5541191.0,0.0,16384.0,126084.0,134088.0,25385.0,25386.0
11.459,5.097,83.033,0.0,0.0,0.412,2158052.0,5467313.0,0.0,16384.0,127182.0,136529.0,25084.0,25081.0
10.453,5.099,84.162,0.0,0.0,0.287,2174724.0,5526409.0,0.0,28672.0,124483.0,132150.0,25286.0,25285.0
11.104,4.818,83.759,0.032,0.0,0.287,2179902.0,5526232.0,0.0,32768.0,129224.0,139121.0,25365.0,25366.0
11.820,5.088,82.775,0.0,0.0,0.316,2226774.0,5649022.0,0.0,16384.0,129430.0,138093.0,25887.0,25885.0
11.949,5.135,82.631,0.0,0.0,0.285,2168110.0,5493148.0,0.0,28672.0,134218.0,134594.0,25215.0,25214.0
