"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.087,4.864,83.733,0.0,0.0,0.316,2105648.0,5339728.0,0.0,32768.0,133870.0,146372.0,24481.0,24476.0
10.903,4.659,84.120,0.0,0.0,0.317,2101318.0,5332612.0,0.0,20480.0,133956.0,146098.0,24436.0,24435.0
11.848,4.550,83.286,0.0,0.0,0.316,2257930.0,5725036.0,0.0,16384.0,139825.0,148509.0,26273.0,26263.0
11.508,5.248,82.928,0.0,0.0,0.316,2268522.0,5751540.0,0.0,16384.0,140216.0,149617.0,26385.0,26384.0
11.752,4.751,83.180,0.0,0.0,0.317,2242786.0,5686290.0,0.0,28672.0,140060.0,151094.0,26055.0,26054.0
11.354,5.011,83.254,0.032,0.0,0.349,2254064.0,5711052.0,0.0,28672.0,140094.0,150080.0,26219.0,26216.0
11.532,4.874,83.434,0.0,0.0,0.159,2259568.0,5732331.0,0.0,32768.0,140546.0,150244.0,26257.0,26253.0
11.561,5.287,82.866,0.0,0.0,0.287,2301756.0,5837956.0,0.0,16384.0,144066.0,153208.0,26795.0,26793.0
11.881,5.019,82.783,0.0,0.0,0.318,2345576.0,5950260.0,0.0,16384.0,145235.0,155650.0,27253.0,27248.0
11.540,5.027,83.086,0.063,0.0,0.285,2285226.0,5784850.0,0.0,90112.0,141819.0,152514.0,26573.0,26575.0
11.500,4.683,83.562,0.0,0.0,0.255,2261730.0,5738528.0,0.0,28672.0,145327.0,148616.0,26296.0,26294.0
11.744,4.875,83.223,0.0,0.0,0.158,2287888.0,5801074.0,0.0,20480.0,143723.0,155302.0,26609.0,26602.0
9.965,7.109,82.640,0.063,0.0,0.222,1961530.0,4991347.0,0.0,28672.0,125105.0,134831.0,22799.0,22981.0
10.735,4.402,84.642,0.0,0.0,0.222,2156766.0,5467308.0,0.0,16384.0,133717.0,139180.0,25092.0,25089.0
11.585,5.177,82.860,0.032,0.0,0.347,2280786.0,5780980.0,0.0,16384.0,141793.0,150507.0,26527.0,26524.0
12.329,5.052,82.332,0.0,0.0,0.286,2307134.0,5860632.0,0.0,28672.0,145500.0,156735.0,26822.0,26820.0
12.579,5.083,82.020,0.0,0.0,0.318,2458334.0,6219036.0,0.0,16384.0,151622.0,161875.0,28574.0,28572.0
11.933,5.205,82.387,0.0,0.0,0.476,2297986.0,5836345.0,0.0,28672.0,145981.0,157325.0,26732.0,26731.0
11.680,5.156,82.909,0.0,0.0,0.255,2364496.0,5992989.0,0.0,16384.0,147898.0,160647.0,27486.0,27487.0
10.889,4.571,84.159,0.032,0.0,0.349,2130566.0,5405212.0,0.0,90112.0,133594.0,140458.0,24765.0,24767.0
12.086,4.860,82.707,0.0,0.0,0.347,2244450.0,5687475.0,0.0,28672.0,141653.0,151209.0,26110.0,26107.0
11.561,5.090,83.066,0.0,0.0,0.283,2241782.0,5680888.0,0.0,20480.0,139232.0,148601.0,26065.0,26059.0
11.868,5.186,82.628,0.0,0.0,0.318,2291190.0,5812010.0,0.0,16384.0,142555.0,152974.0,26644.0,26641.0
11.589,5.189,83.126,0.0,0.0,0.096,2328926.0,5907816.0,0.0,28672.0,144756.0,156699.0,27077.0,27064.0
11.122,5.021,83.476,0.032,0.0,0.350,2284228.0,5792495.0,0.0,24576.0,145738.0,142511.0,26557.0,26552.0
