"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
10.681,4.976,84.025,0.0,0.0,0.317,1986226.0,5091217.0,0.0,20480.0,114023.0,106525.0,23083.0,23083.0
10.390,4.348,84.910,0.032,0.0,0.320,2090598.0,5288260.0,0.0,16384.0,119830.0,113065.0,24328.0,24328.0
10.060,4.527,85.162,0.0,0.0,0.251,1818266.0,4537401.0,0.0,16384.0,106529.0,101661.0,21126.0,21134.0
9.136,7.384,83.104,0.094,0.0,0.282,1529710.0,3960114.0,0.0,28672.0,90087.0,82654.0,17783.0,18283.0
9.543,4.441,85.827,0.0,0.0,0.189,1850675.0,4667480.0,0.0,16384.0,105014.0,98411.0,21519.0,21513.0
9.234,3.908,86.511,0.0,0.0,0.347,1715666.0,4349110.0,0.0,28672.0,99834.0,97907.0,19965.0,19967.0
10.019,4.502,85.193,0.0,0.0,0.285,2084822.0,5282190.0,0.0,16384.0,116640.0,109494.0,24233.0,24236.0
10.947,4.235,84.442,0.0,0.0,0.376,1986384.0,5045537.0,0.0,16384.0,110538.0,101173.0,23099.0,23099.0
9.480,3.685,86.583,0.031,0.0,0.220,1742028.0,4406704.0,0.0,16384.0,100186.0,96070.0,20248.0,20261.0
10.830,4.655,84.167,0.0,0.0,0.348,2104998.0,5345664.0,0.0,102400.0,116095.0,107141.0,24483.0,24485.0
10.338,4.679,84.698,0.0,0.0,0.285,2059314.0,5228314.0,0.0,32768.0,114745.0,106642.0,23937.0,23935.0
10.211,4.286,85.282,0.032,0.0,0.189,1748076.0,4437219.0,0.0,16384.0,103450.0,102657.0,20327.0,20324.0
9.934,4.429,85.321,0.0,0.0,0.316,1951822.0,4944543.0,0.0,24576.0,108019.0,99520.0,22704.0,22707.0
10.252,4.700,84.763,0.0,0.0,0.284,1986398.0,5037921.0,0.0,16384.0,110915.0,104084.0,23100.0,23105.0
10.882,4.632,84.201,0.032,0.0,0.254,2111694.0,5350197.0,0.0,16384.0,120632.0,112199.0,24544.0,24540.0
