"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.847,4.877,82.963,0.031,0.0,0.281,2095146.0,5229485.0,0.0,16384.0,125713.0,114957.0,24395.0,24448.0
11.279,4.631,83.617,0.0,0.0,0.473,1982346.0,5079194.0,0.0,28672.0,115395.0,107452.0,23032.0,23025.0
11.101,4.681,83.934,0.0,0.0,0.285,2075442.0,5233642.0,0.0,24576.0,120554.0,114018.0,24149.0,24175.0
10.578,4.645,84.463,0.0,0.0,0.314,2026952.0,5171174.0,0.0,16384.0,115464.0,108143.0,23563.0,23558.0
10.526,4.375,84.845,0.0,0.0,0.254,2023656.0,5104541.0,0.0,28672.0,117134.0,113068.0,23525.0,23529.0
11.223,4.918,83.512,0.0,0.032,0.315,2215322.0,5622916.0,0.0,36864.0,124694.0,117096.0,25772.0,25770.0
10.403,5.043,84.301,0.032,0.0,0.222,2133112.0,5420254.0,0.0,28672.0,123214.0,118908.0,24795.0,24795.0
10.889,4.725,84.105,0.0,0.0,0.282,2009140.0,5099270.0,0.0,16384.0,113215.0,106839.0,23356.0,23357.0
10.311,4.841,84.533,0.0,0.0,0.314,1897346.0,4806972.0,0.0,135168.0,112071.0,109908.0,22059.0,22056.0
11.299,4.959,83.490,0.031,0.0,0.220,1958476.0,4963813.0,0.0,53248.0,113552.0,110132.0,22765.0,22760.0
11.244,4.680,83.794,0.0,0.0,0.283,2045608.0,5195102.0,0.0,24576.0,115213.0,107745.0,23787.0,23786.0
11.390,4.393,83.966,0.0,0.0,0.251,2007596.0,5077560.0,0.0,16384.0,113750.0,108088.0,23348.0,23353.0
10.923,4.351,84.444,0.031,0.0,0.250,2010288.0,5103839.0,0.0,32768.0,111601.0,103313.0,23360.0,23362.0
10.749,4.900,83.813,0.032,0.0,0.506,2042002.0,5187482.0,0.0,16384.0,116760.0,112368.0,23752.0,23755.0
11.286,4.370,83.967,0.0,0.0,0.377,2067290.0,5235265.0,0.0,28672.0,116995.0,111396.0,24035.0,24027.0
10.573,4.500,84.644,0.031,0.0,0.252,1893564.0,4799380.0,0.0,20480.0,110019.0,108593.0,22009.0,22004.0
10.571,4.705,84.222,0.0,0.0,0.502,1995608.0,5074580.0,0.0,16384.0,111495.0,104501.0,23228.0,23231.0
10.918,5.049,83.591,0.0,0.0,0.442,2139022.0,5416389.0,0.0,16384.0,119013.0,111626.0,24852.0,24849.0
10.638,4.380,84.762,0.031,0.0,0.188,1910032.0,4844969.0,0.0,98304.0,109143.0,102501.0,22215.0,22215.0
10.576,4.560,84.547,0.0,0.0,0.317,2022048.0,5123578.0,0.0,4096.0,115294.0,111280.0,23515.0,23517.0
11.787,5.110,82.853,0.0,0.0,0.251,2159538.0,5476575.0,0.0,45056.0,121403.0,115148.0,25101.0,25101.0
10.115,4.612,85.051,0.0,0.0,0.223,2000982.0,5069608.0,0.0,20480.0,114594.0,111537.0,23270.0,23267.0
10.168,4.104,85.448,0.0,0.0,0.280,1768962.0,4489260.0,0.0,16384.0,102020.0,97139.0,20580.0,20583.0
10.901,4.726,84.121,0.0,0.0,0.252,2140342.0,5422578.0,0.0,16384.0,121599.0,115158.0,24875.0,24872.0
10.671,4.592,84.452,0.032,0.0,0.253,2067676.0,5246162.0,0.0,28672.0,116041.0,110391.0,24044.0,24045.0
9.703,4.899,85.240,0.0,0.0,0.158,1855711.0,4690759.0,0.0,36864.0,108352.0,106723.0,21544.0,21536.0
10.149,4.995,84.540,0.0,0.0,0.316,1965502.0,4988372.0,0.0,16384.0,112102.0,107883.0,22857.0,22856.0
11.031,4.857,83.767,0.0,0.0,0.345,1920098.0,4870712.0,0.0,20480.0,113317.0,103397.0,22326.0,22325.0
11.171,4.594,83.858,0.0,0.0,0.378,2083208.0,5275389.0,0.0,16384.0,118969.0,113958.0,24225.0,24229.0
10.269,4.866,84.455,0.063,0.032,0.316,1985758.0,5040819.0,0.0,90112.0,116115.0,114360.0,23089.0,23075.0
10.511,4.514,84.659,0.0,0.0,0.316,2045478.0,5180154.0,0.0,53248.0,116314.0,112165.0,23787.0,23786.0
10.773,4.899,83.920,0.031,0.0,0.377,1962246.0,4982113.0,0.0,16384.0,114992.0,112883.0,22819.0,22815.0
11.003,4.981,83.607,0.0,0.0,0.410,2088850.0,5284723.0,0.0,20480.0,119991.0,114421.0,24278.0,24273.0
11.358,4.380,83.917,0.0,0.0,0.344,2126208.0,5389088.0,0.0,16384.0,119148.0,109965.0,24727.0,24727.0
10.050,3.938,85.602,0.032,0.0,0.378,1886734.0,4787755.0,0.0,16384.0,105213.0,99358.0,21947.0,21944.0
10.589,4.948,84.147,0.0,0.0,0.315,2117256.0,5390581.0,0.0,28672.0,121877.0,116301.0,24608.0,24600.0
11.613,5.179,82.800,0.031,0.031,0.345,2337113.0,5537689.0,0.0,53248.0,124312.0,119589.0,25527.0,25455.0
10.728,3.984,85.038,0.0,0.0,0.251,1926956.0,4884521.0,0.0,16384.0,108878.0,103573.0,22402.0,22400.0
11.118,4.783,83.789,0.0,0.0,0.311,1856816.0,4703139.0,0.0,20480.0,108354.0,98908.0,21588.0,21587.0
10.648,4.613,84.423,0.0,0.0,0.316,2037386.0,5148823.0,0.0,90112.0,116797.0,112478.0,23699.0,23701.0
10.260,7.726,81.576,0.094,0.0,0.344,1894236.0,4849772.0,0.0,32768.0,108921.0,95935.0,22033.0,22489.0
10.908,5.328,83.323,0.0,0.0,0.441,2060776.0,5220135.0,0.0,57344.0,115863.0,111535.0,23960.0,23959.0
10.060,4.556,85.036,0.032,0.0,0.316,1943266.0,4929496.0,0.0,16384.0,111337.0,107405.0,22608.0,22610.0
11.202,4.895,83.590,0.0,0.0,0.314,2030640.0,5156702.0,0.0,24576.0,117656.0,113791.0,23600.0,23596.0
10.802,4.706,84.112,0.0,0.0,0.379,2150362.0,5445477.0,0.0,16384.0,121240.0,113954.0,25002.0,24995.0
9.898,4.774,85.010,0.032,0.0,0.286,2013818.0,5097087.0,0.0,28672.0,116566.0,112346.0,23401.0,23393.0
9.705,4.916,85.157,0.0,0.0,0.222,1937352.0,4917686.0,0.0,16384.0,113778.0,110989.0,22518.0,22512.0
10.291,5.050,84.436,0.032,0.0,0.192,2007600.0,5096771.0,0.0,53248.0,117362.0,115891.0,23350.0,23346.0
11.878,4.600,83.144,0.0,0.0,0.378,2024072.0,5117022.0,0.0,20480.0,116412.0,111504.0,23537.0,23541.0
11.963,4.424,83.209,0.031,0.0,0.374,2087354.0,5300004.0,0.0,90112.0,117883.0,110788.0,24274.0,24262.0
