"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.479,4.730,83.538,0.0,0.0,0.252,2191898.0,5561663.0,0.0,16384.0,141387.0,154636.0,25497.0,25493.0
12.571,4.694,82.514,0.0,0.0,0.221,2276394.0,5771882.0,0.0,20480.0,145025.0,154012.0,26487.0,26486.0
12.540,4.782,82.489,0.032,0.0,0.158,2469254.0,6265349.0,0.0,16384.0,151333.0,164291.0,28693.0,28689.0
12.214,5.266,82.265,0.0,0.0,0.254,2403586.0,6092940.0,0.0,16384.0,150280.0,164294.0,27963.0,27962.0
11.083,4.823,83.743,0.032,0.0,0.319,2259378.0,5733577.0,0.0,32768.0,139853.0,146997.0,26263.0,26260.0
11.949,5.420,82.314,0.0,0.0,0.317,2348998.0,5951154.0,0.0,28672.0,146076.0,158390.0,27317.0,27315.0
11.808,4.870,83.036,0.0,0.0,0.286,2380168.0,6039567.0,0.0,16384.0,149162.0,161918.0,27667.0,27663.0
12.719,5.132,81.989,0.0,0.0,0.159,2563036.0,6498996.0,0.0,16384.0,162451.0,170857.0,29803.0,29797.0
11.761,4.832,83.185,0.0,0.0,0.223,2344856.0,5949850.0,0.0,90112.0,148029.0,156164.0,27265.0,27262.0
11.968,4.857,82.984,0.032,0.0,0.159,2443686.0,6197515.0,0.0,32768.0,149743.0,161636.0,28430.0,28425.0
12.008,5.106,82.761,0.0,0.0,0.126,2325330.0,5883536.0,0.0,16384.0,144175.0,154720.0,27031.0,27030.0
12.015,4.863,82.740,0.0,0.0,0.381,2382730.0,6048030.0,0.0,28672.0,145922.0,159128.0,27713.0,27711.0
10.998,5.230,83.550,0.0,0.0,0.222,2316320.0,5871101.0,0.0,16384.0,146990.0,162901.0,26940.0,26937.0
12.199,4.848,82.763,0.0,0.0,0.190,2400432.0,6081918.0,0.0,16384.0,149337.0,163676.0,27893.0,27893.0
11.507,5.149,82.772,0.032,0.032,0.509,2403696.0,6107795.0,0.0,28672.0,152310.0,167841.0,27956.0,27950.0
11.376,4.925,83.476,0.0,0.0,0.222,2400412.0,6083144.0,0.0,20480.0,147834.0,158130.0,27918.0,27915.0
11.761,5.086,82.931,0.0,0.0,0.223,2395946.0,6078152.0,0.0,16384.0,149556.0,164084.0,27855.0,27854.0
11.136,6.841,81.769,0.032,0.0,0.223,1998858.0,5073238.0,0.0,28672.0,131370.0,139487.0,23238.0,23375.0
11.696,4.786,83.233,0.0,0.0,0.285,2332614.0,5915663.0,0.0,90112.0,145554.0,157222.0,27127.0,27125.0
11.716,5.189,82.617,0.032,0.0,0.446,2336656.0,5923605.0,0.0,28672.0,150950.0,160513.0,27163.0,27160.0
11.971,4.580,83.133,0.0,0.0,0.316,2381576.0,6042334.0,0.0,20480.0,146025.0,157833.0,27694.0,27692.0
12.108,5.357,82.250,0.0,0.0,0.285,2363578.0,5994319.0,0.0,16384.0,153950.0,159349.0,27480.0,27480.0
12.314,5.046,82.323,0.032,0.0,0.286,2342788.0,5939656.0,0.0,28672.0,152303.0,156259.0,27252.0,27249.0
11.961,4.600,83.122,0.0,0.0,0.317,2365254.0,5996714.0,0.0,16384.0,147886.0,149989.0,27502.0,27510.0
11.725,4.735,83.222,0.0,0.0,0.318,2343514.0,5944848.0,0.0,36864.0,144245.0,150649.0,27245.0,27241.0
12.014,5.641,82.059,0.0,0.0,0.287,2473514.0,6267260.0,0.0,20480.0,154295.0,167566.0,28755.0,28751.0
12.508,5.029,82.209,0.0,0.0,0.255,2421928.0,6145572.0,0.0,16384.0,149118.0,157439.0,28160.0,28156.0
12.603,5.283,81.859,0.032,0.0,0.223,2415376.0,6118799.0,0.0,16384.0,151729.0,166409.0,28081.0,28080.0
11.696,4.659,83.328,0.0,0.0,0.317,2276258.0,5771844.0,0.0,118784.0,142068.0,152883.0,26468.0,26464.0
12.071,5.496,82.211,0.0,0.0,0.222,2493288.0,6328754.0,0.0,28672.0,151362.0,160941.0,29001.0,29000.0
12.287,5.180,82.123,0.032,0.0,0.379,2326294.0,5887651.0,0.0,20480.0,151070.0,159720.0,27044.0,27042.0
11.733,5.060,82.985,0.0,0.0,0.221,2286012.0,5810991.0,0.0,16384.0,144328.0,155168.0,26566.0,26563.0
12.432,4.801,82.512,0.0,0.0,0.254,2410050.0,6111029.0,0.0,16384.0,151969.0,162745.0,28038.0,28036.0
12.746,5.010,81.959,0.032,0.0,0.254,2456108.0,6219882.0,0.0,16384.0,155431.0,161816.0,28556.0,28548.0
11.643,5.108,82.963,0.032,0.0,0.254,2342052.0,5941459.0,0.0,40960.0,147962.0,158923.0,27231.0,27231.0
12.262,5.450,82.034,0.0,0.0,0.253,2377604.0,6027523.0,0.0,20480.0,172694.0,162884.0,27639.0,27633.0
12.405,4.747,82.532,0.0,0.0,0.316,2373452.0,6017755.0,0.0,16384.0,146985.0,158103.0,27607.0,27605.0
12.060,4.824,82.863,0.032,0.0,0.222,2253838.0,5717584.0,0.0,16384.0,143849.0,157178.0,26210.0,26204.0
11.854,5.325,82.472,0.032,0.0,0.317,2318050.0,5873697.0,0.0,90112.0,145440.0,156149.0,26951.0,26951.0
11.854,5.198,82.694,0.0,0.0,0.254,2312652.0,5872037.0,0.0,45056.0,146703.0,160966.0,26884.0,26880.0
11.970,5.351,82.204,0.0,0.0,0.475,2387814.0,6048273.0,0.0,32768.0,150703.0,161089.0,27780.0,27781.0
11.458,5.029,83.291,0.0,0.0,0.223,2290378.0,5813472.0,0.0,16384.0,143166.0,154204.0,26622.0,26619.0
12.034,5.085,82.565,0.032,0.0,0.284,2334096.0,5918907.0,0.0,16384.0,145348.0,159182.0,27125.0,27120.0
11.366,4.967,83.349,0.0,0.032,0.287,2281094.0,5782894.0,0.0,16384.0,143332.0,155883.0,26516.0,26512.0
12.184,5.303,82.165,0.0,0.0,0.347,2435942.0,6179049.0,0.0,28672.0,149528.0,159613.0,28340.0,28340.0
11.305,5.017,83.392,0.0,0.0,0.286,2274486.0,5769239.0,0.0,16384.0,139533.0,150942.0,26437.0,26432.0
12.215,5.0,82.627,0.0,0.0,0.158,2368112.0,5993106.0,0.0,28672.0,146554.0,158473.0,27556.0,27556.0
11.652,4.994,83.131,0.0,0.0,0.224,2329906.0,5906869.0,0.0,16384.0,147276.0,160969.0,27094.0,27090.0
10.820,5.267,83.530,0.032,0.0,0.351,2306964.0,5851524.0,0.0,45056.0,146830.0,158095.0,26816.0,26813.0
11.890,4.914,82.847,0.0,0.0,0.349,2339936.0,5937260.0,0.0,45056.0,145259.0,154906.0,27212.0,27211.0
12.067,4.986,82.629,0.0,0.0,0.318,2353418.0,5965053.0,0.0,28672.0,146084.0,156334.0,27355.0,27350.0
11.407,4.911,83.397,0.032,0.0,0.253,2327910.0,5901713.0,0.0,20480.0,150318.0,156156.0,27076.0,27072.0
10.884,5.235,83.594,0.0,0.0,0.287,2287884.0,5798683.0,0.0,28672.0,150578.0,161637.0,26606.0,26603.0
11.861,4.984,82.776,0.0,0.0,0.379,2318950.0,5888183.0,0.0,16384.0,143249.0,152149.0,26962.0,26958.0
11.376,5.180,83.222,0.032,0.0,0.191,2316426.0,5868993.0,0.0,16384.0,148915.0,154895.0,26937.0,26938.0
12.254,4.984,82.413,0.0,0.0,0.349,2371938.0,6024270.0,0.0,28672.0,149151.0,161168.0,27587.0,27583.0
12.222,5.016,82.635,0.0,0.0,0.127,2465100.0,6245504.0,0.0,16384.0,149626.0,162951.0,28665.0,28665.0
12.448,4.935,82.426,0.032,0.0,0.159,2537388.0,6432269.0,0.0,16384.0,156988.0,173020.0,29494.0,29489.0
