10,887.043555,745206,0,106458,851664,53229,60.007200,3.750000,11.260000,148.090000,24.970000
30,1679.572096,1411158,0,201594,1612752,100797,60.013500,3.980000,17.850000,159.030000,34.260000
50,1808.044119,1519238,0,217034,1736272,108517,60.019000,4.800000,27.640000,173.470000,41.830000
70,1721.017330,1446228,0,206604,1652832,103302,60.023800,5.060000,40.660000,193.100000,51.870000
90,1675.767338,1408400,0,201200,1609600,100600,60.032200,6.480000,53.680000,205.730000,65.430000
110,1581.150245,1329076,0,189868,1518944,94934,60.041100,5.910000,69.530000,215.510000,86.180000
130,1595.923996,1341452,0,191636,1533088,95818,60.039200,5.490000,81.420000,221.870000,94.000000
150,1469.495800,1235724,0,176532,1412256,88266,60.065500,6.470000,102.000000,257.380000,126.000000
170,1432.122610,1204196,0,172028,1376224,86014,60.060500,7.250000,118.630000,315.860000,146.000000
190,1461.710332,1229130,0,175590,1404720,87795,60.063200,9.660000,129.900000,1160.010000,161.880000
210,1480.593955,1245608,0,177944,1423552,88972,60.092100,9.940000,141.720000,238.520000,174.300000
230,1421.118062,1195488,0,170784,1366272,85392,60.087900,87.100000,161.710000,296.830000,201.360000
250,1394.320066,1172892,0,167556,1340448,83778,60.085200,85.030000,179.150000,340.770000,229.910000
270,1315.053087,1106644,0,158092,1264736,79046,60.108600,107.130000,205.120000,370.410000,278.540000
290,1291.198965,1086554,0,155222,1241776,77611,60.107700,107.610000,224.360000,1618.190000,305.070000
