"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.261,4.530,83.863,0.0,0.0,0.346,2149816.0,5513388.0,0.0,20480.0,117329.0,102196.0,25003.0,24999.0
10.939,4.616,84.066,0.0,0.0,0.379,2010008.0,5139595.0,0.0,24576.0,116597.0,103448.0,23353.0,23353.0
9.033,4.390,86.323,0.032,0.0,0.221,1811958.0,4566043.0,0.0,16384.0,104427.0,97764.0,21071.0,21068.0
9.762,4.089,85.864,0.0,0.0,0.285,1806912.0,4572757.0,0.0,16384.0,102967.0,97685.0,21009.0,21011.0
11.262,4.745,83.644,0.0,0.0,0.348,2251044.0,5728022.0,0.0,16384.0,122279.0,112518.0,26187.0,26187.0
11.139,4.557,84.019,0.032,0.0,0.253,2199694.0,5583468.0,0.0,53248.0,119193.0,109612.0,25574.0,25575.0
10.335,3.946,85.500,0.0,0.0,0.219,1837776.0,4659889.0,0.0,32768.0,123686.0,97541.0,21372.0,21375.0
10.850,4.727,84.105,0.0,0.0,0.317,2174346.0,5517666.0,0.0,16384.0,119440.0,110734.0,25279.0,25282.0
9.981,4.432,85.395,0.032,0.0,0.159,2074266.0,5266377.0,0.0,16384.0,113376.0,104434.0,24127.0,24130.0
10.111,4.739,84.803,0.0,0.0,0.348,2076582.0,5257049.0,0.0,90112.0,112516.0,104465.0,24144.0,24142.0
9.146,3.797,86.709,0.032,0.0,0.316,1807722.0,4591397.0,0.0,32768.0,98918.0,90657.0,21018.0,21026.0
10.560,4.389,84.765,0.0,0.0,0.286,2067194.0,5244321.0,0.0,28672.0,116224.0,101489.0,24037.0,24039.0
10.187,4.366,85.258,0.0,0.0,0.190,1973840.0,5002938.0,0.0,16384.0,108636.0,101503.0,22957.0,22965.0
10.343,4.727,84.581,0.0,0.0,0.349,2072942.0,5254704.0,0.0,16384.0,114923.0,107840.0,24104.0,24104.0
10.373,4.080,85.326,0.0,0.0,0.221,1850310.0,4688966.0,0.0,16384.0,106080.0,103492.0,21521.0,21521.0
10.806,4.613,84.139,0.032,0.032,0.379,2153498.0,5461826.0,0.0,28672.0,118045.0,110250.0,25044.0,25043.0
11.142,3.892,84.777,0.0,0.0,0.188,2173384.0,5524263.0,0.0,16384.0,114592.0,103484.0,25285.0,25289.0
9.246,4.022,86.542,0.0,0.0,0.190,1948570.0,4935175.0,0.0,28672.0,103083.0,93148.0,22642.0,22648.0
10.418,4.750,84.516,0.0,0.0,0.317,2073382.0,5260382.0,0.0,16384.0,114377.0,108651.0,24099.0,24093.0
10.142,4.252,85.260,0.031,0.0,0.315,2018808.0,5119744.0,0.0,90112.0,109720.0,102343.0,23475.0,23470.0
9.861,4.222,85.696,0.032,0.0,0.189,1996670.0,5053975.0,0.0,32768.0,105925.0,97175.0,23205.0,23200.0
10.300,4.329,85.055,0.0,0.0,0.316,1941550.0,4927412.0,0.0,16384.0,106484.0,99703.0,22597.0,22595.0
10.456,4.119,85.076,0.032,0.0,0.317,2097082.0,5318801.0,0.0,28672.0,114481.0,105892.0,24381.0,24383.0
10.563,4.307,84.848,0.0,0.0,0.283,2012726.0,5099364.0,0.0,16384.0,108061.0,98959.0,23419.0,23413.0
10.488,4.309,84.918,0.0,0.0,0.285,2157957.0,5102869.0,0.0,16384.0,109985.0,102942.0,23421.0,23358.0
9.676,3.997,85.945,0.032,0.032,0.317,1847138.0,4681115.0,0.0,32768.0,102179.0,96203.0,21490.0,21491.0
11.150,4.403,83.972,0.0,0.0,0.475,2096478.0,5303316.0,0.0,24576.0,114705.0,105417.0,24369.0,24363.0
9.740,4.378,85.660,0.032,0.0,0.190,1907222.0,4839626.0,0.0,16384.0,106763.0,102775.0,22176.0,22174.0
10.667,4.952,84.159,0.0,0.0,0.222,2182066.0,5534349.0,0.0,36864.0,117568.0,108036.0,25381.0,25380.0
10.402,4.489,84.888,0.0,0.0,0.221,2134990.0,5408746.0,0.0,90112.0,115550.0,106608.0,24815.0,24811.0
10.545,4.465,84.801,0.0,0.0,0.190,1975528.0,5015143.0,0.0,28672.0,108264.0,102222.0,22984.0,22980.0
10.411,4.335,84.937,0.032,0.0,0.285,2069392.0,5238404.0,0.0,45056.0,113752.0,106724.0,24053.0,24052.0
9.760,4.611,85.407,0.0,0.0,0.221,1946374.0,4945169.0,0.0,16384.0,106282.0,97886.0,22630.0,22628.0
9.693,3.643,86.316,0.0,0.0,0.348,1845582.0,4675608.0,0.0,16384.0,99926.0,92375.0,21444.0,21446.0
9.984,3.918,85.782,0.0,0.0,0.316,1958380.0,4952148.0,0.0,49152.0,106305.0,97313.0,22787.0,22777.0
10.114,4.172,85.303,0.032,0.0,0.379,1943212.0,4926734.0,0.0,28672.0,107887.0,102069.0,22584.0,22578.0
9.883,4.054,85.746,0.0,0.0,0.317,1911754.0,4857137.0,0.0,28672.0,106078.0,99244.0,22228.0,22226.0
8.890,4.081,86.776,0.0,0.0,0.253,1640700.0,4161316.0,0.0,16384.0,93588.0,89503.0,19076.0,19077.0
8.970,4.043,86.797,0.0,0.0,0.190,1721984.0,4357703.0,0.0,16384.0,96565.0,91814.0,20036.0,20028.0
9.237,4.508,85.782,0.063,0.032,0.378,1900156.0,4821723.0,0.0,131072.0,104931.0,98774.0,22085.0,22091.0
10.476,4.544,84.601,0.0,0.0,0.379,1931936.0,4902844.0,0.0,28672.0,107703.0,102964.0,22468.0,22467.0
9.278,4.433,86.004,0.0,0.0,0.285,1810302.0,4593630.0,0.0,57344.0,102697.0,99099.0,21044.0,21041.0
10.057,4.649,84.883,0.0,0.0,0.411,1997698.0,5056547.0,0.0,16384.0,109311.0,101988.0,23215.0,23219.0
9.195,4.027,86.557,0.0,0.0,0.222,1728300.0,4377808.0,0.0,16384.0,98626.0,94984.0,20103.0,20096.0
9.360,4.066,86.259,0.0,0.0,0.315,1705220.0,4324270.0,0.0,16384.0,102549.0,92183.0,19835.0,19831.0
