"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.615,4.501,83.569,0.031,0.0,0.283,2062104.0,5100200.0,0.0,32768.0,119577.0,110674.0,23988.0,23987.0
10.653,4.439,84.559,0.0,0.0,0.349,2003338.0,5151124.0,0.0,16384.0,112486.0,106861.0,23272.0,23272.0
10.777,5.088,83.850,0.032,0.0,0.253,1965380.0,4992118.0,0.0,16384.0,117373.0,112054.0,22857.0,22857.0
10.571,5.301,83.812,0.0,0.0,0.316,2069514.0,5211578.0,0.0,16384.0,116240.0,114971.0,24075.0,24076.0
10.871,5.277,83.503,0.0,0.0,0.350,2066684.0,5256586.0,0.0,16384.0,116791.0,116952.0,24008.0,23999.0
10.291,4.687,84.769,0.032,0.0,0.222,1876764.0,4761470.0,0.0,28672.0,107822.0,109568.0,21825.0,21834.0
10.113,3.970,85.570,0.032,0.0,0.315,1941484.0,4917118.0,0.0,32768.0,105186.0,100539.0,22565.0,22570.0
9.858,4.378,85.449,0.0,0.0,0.315,1761078.0,4452990.0,0.0,16384.0,101146.0,103636.0,20477.0,20474.0
10.095,4.304,85.222,0.0,0.0,0.380,1902480.0,4832899.0,0.0,16384.0,107523.0,107741.0,22117.0,22120.0
10.937,4.400,84.192,0.031,0.0,0.440,2035624.0,5157152.0,0.0,90112.0,113801.0,111984.0,23684.0,23685.0
10.595,4.522,84.598,0.032,0.0,0.253,1980356.0,5022935.0,0.0,28672.0,109830.0,107244.0,23035.0,23042.0
10.331,3.942,85.474,0.0,0.0,0.254,2003864.0,5089971.0,0.0,32768.0,108020.0,103686.0,23286.0,23281.0
10.749,4.647,84.319,0.0,0.0,0.285,2070554.0,5245360.0,0.0,16384.0,109917.0,104663.0,24084.0,24086.0
9.237,6.346,84.292,0.0,0.0,0.126,1704618.0,4361860.0,0.0,16384.0,94844.0,90457.0,19814.0,20274.0
10.260,4.275,85.244,0.0,0.0,0.222,1949554.0,4942067.0,0.0,16384.0,109173.0,106825.0,22676.0,22680.0
10.520,4.658,84.569,0.0,0.0,0.253,2054844.0,5201779.0,0.0,28672.0,112615.0,110479.0,23899.0,23896.0
10.313,4.461,85.036,0.0,0.0,0.190,1966292.0,4985626.0,0.0,16384.0,110850.0,111079.0,22855.0,22854.0
10.013,4.436,85.298,0.0,0.0,0.253,1981572.0,5028123.0,0.0,28672.0,109429.0,107703.0,23041.0,23036.0
10.219,4.824,84.735,0.032,0.032,0.159,1900408.0,4818452.0,0.0,16384.0,104608.0,104979.0,22093.0,22093.0
10.398,4.709,84.608,0.0,0.0,0.284,1973498.0,5014233.0,0.0,90112.0,111438.0,109375.0,22952.0,22951.0
9.426,4.094,86.258,0.032,0.0,0.190,1703832.0,4309958.0,0.0,28672.0,98993.0,101996.0,19813.0,19816.0
9.024,4.417,86.241,0.0,0.0,0.318,1894238.0,4795623.0,0.0,20480.0,106641.0,106029.0,22028.0,22031.0
8.523,3.567,87.753,0.0,0.0,0.158,1499636.0,3822098.0,0.0,16384.0,88573.0,92742.0,17431.0,17436.0
10.553,4.329,84.613,0.032,0.0,0.474,1996616.0,5049610.0,0.0,28672.0,108357.0,103407.0,23228.0,23226.0
9.346,4.326,86.012,0.0,0.0,0.316,1772674.0,4503058.0,0.0,16384.0,99880.0,97668.0,20615.0,20616.0
9.911,4.307,85.560,0.032,0.0,0.190,1908726.0,4828522.0,0.0,28672.0,106718.0,103553.0,22169.0,22162.0
10.760,4.607,84.411,0.0,0.0,0.221,2044748.0,5193700.0,0.0,16384.0,113001.0,107684.0,23773.0,23780.0
9.931,4.224,85.656,0.0,0.0,0.189,1927710.0,4893996.0,0.0,16384.0,106751.0,104857.0,22441.0,22441.0
9.880,4.419,85.322,0.0,0.0,0.379,1866492.0,4729954.0,0.0,16384.0,107180.0,106720.0,21700.0,21701.0
10.551,4.563,84.601,0.032,0.0,0.253,2058106.0,5218796.0,0.0,102400.0,111977.0,107599.0,23921.0,23924.0
10.685,4.249,84.654,0.0,0.0,0.412,2130308.0,5404166.0,0.0,36864.0,117528.0,115283.0,24783.0,24781.0
10.545,4.465,84.579,0.0,0.0,0.412,2019766.0,5110819.0,0.0,24576.0,112037.0,109111.0,23473.0,23469.0
11.311,5.024,83.223,0.0,0.0,0.442,2203172.0,5590274.0,0.0,16384.0,120257.0,113332.0,25627.0,25627.0
9.719,4.292,85.737,0.032,0.0,0.221,1869966.0,4739902.0,0.0,16384.0,104441.0,103945.0,21725.0,21720.0
11.027,4.348,84.342,0.0,0.0,0.284,2033854.0,5164339.0,0.0,40960.0,111506.0,107325.0,23646.0,23645.0
10.399,4.312,85.003,0.0,0.0,0.285,1887396.0,4782326.0,0.0,28672.0,109550.0,107678.0,21947.0,21944.0
10.025,4.315,85.343,0.0,0.0,0.317,1930914.0,4894564.0,0.0,16384.0,107374.0,106001.0,22450.0,22450.0
11.399,4.673,83.612,0.0,0.0,0.316,2132250.0,5405135.0,0.0,16384.0,115599.0,110637.0,24797.0,24797.0
