"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
10.673,4.892,84.212,0.0,0.0,0.222,2105180.0,5259828.0,0.0,20480.0,120082.0,114083.0,24474.0,24473.0
11.024,4.617,84.077,0.0,0.0,0.283,1943480.0,4990693.0,0.0,16384.0,109962.0,106783.0,22609.0,22610.0
10.558,4.914,84.211,0.032,0.0,0.285,2016566.0,5116371.0,0.0,16384.0,113917.0,112752.0,23432.0,23431.0
10.753,4.775,84.250,0.0,0.0,0.221,2102974.0,5285045.0,0.0,28672.0,116639.0,114390.0,24465.0,24465.0
10.019,4.661,85.193,0.0,0.0,0.127,2009836.0,5107789.0,0.0,24576.0,108094.0,101286.0,23363.0,23366.0
10.830,4.813,84.104,0.0,0.0,0.253,2004542.0,5075026.0,0.0,32768.0,113250.0,111484.0,23301.0,23298.0
9.731,4.455,85.592,0.0,0.0,0.221,1881510.0,4779929.0,0.0,16384.0,103694.0,100697.0,21873.0,21867.0
11.188,4.867,83.534,0.032,0.0,0.379,2048304.0,5182829.0,0.0,16384.0,116130.0,116175.0,23809.0,23809.0
11.051,5.049,83.709,0.0,0.0,0.191,2104876.0,5342599.0,0.0,16384.0,119385.0,119012.0,24478.0,24475.0
10.010,5.163,84.542,0.032,0.0,0.253,1877670.0,4773042.0,0.0,122880.0,110262.0,113093.0,21851.0,21852.0
10.298,4.804,84.427,0.031,0.0,0.440,1995872.0,5055827.0,0.0,32768.0,110440.0,104758.0,23206.0,23201.0
10.894,4.736,84.023,0.0,0.0,0.347,2088386.0,5293430.0,0.0,16384.0,117588.0,112942.0,24270.0,24269.0
10.777,4.646,84.197,0.0,0.0,0.379,2129094.0,5392046.0,0.0,16384.0,118315.0,116719.0,24768.0,24759.0
10.208,4.474,85.003,0.032,0.0,0.284,1878704.0,4766243.0,0.0,16384.0,108566.0,109576.0,21845.0,21840.0
10.935,4.895,83.884,0.0,0.0,0.286,2021038.0,5127459.0,0.0,28672.0,115726.0,116576.0,23502.0,23502.0
