"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
11.979,5.278,82.427,0.0,0.0,0.316,2393126.0,6059419.0,0.0,20480.0,149167.0,164716.0,27817.0,27817.0
11.927,4.707,83.174,0.0,0.0,0.191,2421066.0,6141609.0,0.0,40960.0,149187.0,164081.0,28149.0,28147.0
11.757,4.281,83.578,0.032,0.0,0.351,2469584.0,6263256.0,0.0,16384.0,150466.0,165428.0,28715.0,28707.0
11.404,4.860,83.482,0.0,0.0,0.254,2497216.0,6333638.0,0.0,16384.0,150711.0,165829.0,29040.0,29038.0
10.900,7.351,81.432,0.032,0.0,0.285,2236278.0,5674262.0,0.0,16384.0,136106.0,147890.0,26015.0,26118.0
12.166,5.096,82.484,0.0,0.0,0.255,2586350.0,6557617.0,0.0,28672.0,155475.0,169354.0,30091.0,30087.0
12.034,4.807,82.935,0.0,0.0,0.223,2477576.0,6290255.0,0.0,20480.0,151178.0,164944.0,28800.0,28795.0
11.894,4.656,83.099,0.0,0.0,0.351,2434760.0,6168365.0,0.0,28672.0,148144.0,162015.0,28321.0,28316.0
11.499,4.797,83.450,0.0,0.0,0.254,2485476.0,6301739.0,0.0,16384.0,151531.0,166598.0,28883.0,28886.0
12.247,4.684,82.848,0.032,0.0,0.190,2478734.0,6282987.0,0.0,90112.0,151141.0,162909.0,28827.0,28822.0
12.266,5.021,82.396,0.0,0.0,0.318,2572862.0,6527838.0,0.0,28672.0,156060.0,172049.0,29916.0,29914.0
11.898,4.721,83.190,0.032,0.0,0.159,2516154.0,6383566.0,0.0,20480.0,152956.0,167025.0,29256.0,29258.0
12.444,4.730,82.508,0.0,0.0,0.317,2527166.0,6407346.0,0.0,16384.0,153699.0,166828.0,29385.0,29384.0
12.044,4.628,82.979,0.0,0.0,0.349,2530314.0,6415381.0,0.0,28672.0,152302.0,165694.0,29427.0,29424.0
12.071,5.019,82.624,0.032,0.0,0.254,2433894.0,6172686.0,0.0,28672.0,148418.0,161715.0,28308.0,28314.0
12.333,5.118,82.359,0.0,0.0,0.191,2527484.0,6408896.0,0.0,28672.0,154880.0,173259.0,29372.0,29368.0
12.651,5.010,82.150,0.0,0.0,0.190,2503604.0,6352219.0,0.0,16384.0,151815.0,167204.0,29109.0,29109.0
12.189,4.754,82.642,0.032,0.0,0.383,2485722.0,6298278.0,0.0,20480.0,155766.0,168351.0,28897.0,28893.0
12.067,4.795,82.947,0.0,0.0,0.191,2429094.0,6160585.0,0.0,28672.0,150291.0,162450.0,28277.0,28281.0
12.055,4.707,82.983,0.032,0.0,0.223,2463698.0,6244435.0,0.0,90112.0,152327.0,165334.0,28615.0,28609.0
12.405,4.981,82.392,0.032,0.0,0.190,2532986.0,6428166.0,0.0,28672.0,156790.0,170277.0,29468.0,29469.0
12.361,4.587,82.829,0.0,0.0,0.223,2538354.0,6436203.0,0.0,16384.0,157656.0,173867.0,29509.0,29508.0
11.992,4.981,82.678,0.0,0.0,0.349,2482042.0,6292211.0,0.0,20480.0,158822.0,166497.0,28861.0,28887.0
12.587,5.308,81.755,0.032,0.0,0.318,2449698.0,6219233.0,0.0,20480.0,153398.0,167190.0,28483.0,28483.0
11.458,5.124,83.132,0.0,0.0,0.286,2459064.0,6239284.0,0.0,61440.0,151529.0,165438.0,28590.0,28590.0
11.239,4.867,83.670,0.0,0.0,0.224,2462262.0,6238201.0,0.0,28672.0,150331.0,164402.0,28632.0,28631.0
12.027,4.766,82.986,0.0,0.0,0.221,2548486.0,6464241.0,0.0,16384.0,153746.0,168551.0,29640.0,29639.0
12.057,4.944,82.743,0.0,0.0,0.255,2574630.0,6518241.0,0.0,20480.0,156105.0,174486.0,29932.0,29929.0
