10,2421.963796,2034592,0,290656,2325248,145328,60.004200,2.890000,4.120000,19.330000,5.230000
20,3928.058969,3299828,0,471404,3771232,235702,60.004700,3.340000,5.080000,19.180000,6.560000
30,4532.734733,3807916,0,543988,4351904,271994,60.006600,3.490000,6.610000,30.020000,9.610000
40,5346.569964,4491508,0,641644,5133152,320822,60.005200,3.460000,7.470000,55.690000,13.570000
50,6202.059760,5210338,0,744334,5954672,372167,60.007000,3.430000,8.050000,71.390000,17.410000
60,6925.095905,5817798,0,831114,6648912,415557,60.007400,3.210000,8.650000,94.240000,20.750000
70,7381.213057,6201118,0,885874,7086992,442937,60.008700,3.170000,9.470000,99.370000,23.450000
80,8028.932279,6745326,0,963618,7708944,481809,60.009100,3.280000,9.950000,121.370000,22.990000
90,8178.367173,6870836,0,981548,7852384,490774,60.008800,3.510000,10.990000,104.820000,26.740000
100,8748.125312,7349650,0,1049950,8399600,524975,60.010000,3.300000,11.420000,151.570000,27.350000
110,8543.210782,7177828,0,1025404,8203232,512702,60.012800,3.380000,12.860000,132.890000,33.480000
120,8649.767796,7267246,0,1038178,8305424,519089,60.011900,3.480000,13.860000,137.570000,38.370000
130,9166.976330,7701736,0,1100248,8801984,550124,60.011500,3.690000,14.170000,142.790000,37.500000
140,9357.912207,7862428,0,1123204,8985632,561602,60.013600,3.790000,14.940000,155.390000,41.980000
150,9191.504465,7722498,0,1103214,8825712,551607,60.012700,3.660000,16.300000,167.680000,45.670000
160,9524.562520,8002526,0,1143218,9145744,571609,60.014200,3.510000,16.780000,154.430000,47.430000
170,10033.609217,8430100,0,1204300,9634400,602150,60.013300,3.550000,16.930000,159.760000,45.000000
