"Host:","arldcn24",,,,"User:","apferrei"
"Cmdline:","dstat --output /tmp/dstat-run-2000000-single-hostnet-hostfs.csv -cndy --net-packets",,,,"Date:","20 Jun 2014 09:58:01 CDT"

"total cpu usage",,,,,,"net/total",,"dsk/total",,"system",,"pkt/total",
"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
65.628,12.842,17.155,0.0,0.0,4.375,11236082.0,28488349.0,0.0,16384.0,789833.0,216447.0,130612.0,130613.0
63.590,12.337,19.410,0.095,0.0,4.567,10914132.0,27674339.0,0.0,16384.0,808422.0,213485.0,126888.0,126884.0
18.190,3.236,77.286,0.031,0.0,1.257,3169056.0,7888118.0,0.0,77824.0,217990.0,60299.0,36849.0,36058.0
0.0,0.031,99.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,219.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,147.0,243.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,120.0,0.0,0.0,8192.0,176.0,288.0,2.0,0.0
0.0,0.031,99.969,0.0,0.0,0.0,60.0,0.0,0.0,0.0,168.0,263.0,1.0,0.0
0.031,0.031,99.938,0.0,0.0,0.0,5731.0,5126.0,0.0,0.0,387.0,555.0,57.0,39.0
0.0,0.031,99.969,0.0,0.0,0.0,6586.0,5292.0,0.0,0.0,541.0,733.0,81.0,56.0
0.031,0.031,99.937,0.0,0.0,0.0,8672.0,7182.0,0.0,0.0,679.0,955.0,103.0,76.0
0.0,0.031,99.937,0.031,0.0,0.0,7890.0,6804.0,0.0,12288.0,650.0,897.0,95.0,73.0
0.031,0.031,99.937,0.0,0.0,0.0,8552.0,7182.0,0.0,4096.0,729.0,948.0,100.0,75.0
0.0,0.063,99.937,0.0,0.0,0.0,8762.0,7182.0,0.0,0.0,669.0,940.0,100.0,76.0
40.511,8.008,48.487,0.0,0.0,2.995,6773192.0,16935572.0,0.0,0.0,497935.0,120265.0,78694.0,78328.0
71.698,14.465,8.774,0.0,0.0,5.063,11868106.0,30101692.0,0.0,16384.0,951137.0,205618.0,138015.0,138012.0
71.635,13.963,9.131,0.0,0.0,5.271,11973166.0,30346375.0,0.0,16384.0,865186.0,207015.0,139168.0,139159.0
72.790,13.369,8.273,0.0,0.0,5.568,12064658.0,30588723.0,0.0,28672.0,874355.0,205849.0,140294.0,140290.0
72.670,13.712,8.310,0.0,0.0,5.308,12381042.0,31400051.0,0.0,24576.0,888187.0,210213.0,144027.0,144027.0
72.644,13.568,9.391,0.0,0.0,4.397,12952980.0,32834312.0,0.0,16384.0,916554.0,219833.0,150686.0,150686.0
67.440,13.723,13.723,0.0,0.0,5.114,12437842.0,31544795.0,0.0,20480.0,922444.0,219936.0,144527.0,144526.0
69.294,12.979,12.915,0.0,0.0,4.812,12489966.0,31670567.0,0.0,16384.0,960882.0,219136.0,145233.0,145231.0
66.751,13.496,15.624,0.0,0.0,4.128,12420180.0,31474739.0,0.0,16384.0,858954.0,227984.0,144376.0,144369.0
61.682,13.152,21.688,0.032,0.0,3.446,11753330.0,29806506.0,0.0,40960.0,796840.0,229813.0,136732.0,136733.0
61.921,12.819,21.795,0.0,0.0,3.465,11799680.0,29912388.0,0.0,90112.0,791190.0,229851.0,137150.0,137142.0
62.516,12.103,22.205,0.0,0.0,3.177,11782182.0,29885014.0,0.0,16384.0,807074.0,230762.0,137064.0,137067.0
62.906,11.882,21.872,0.032,0.0,3.309,11680428.0,29612500.0,0.0,16384.0,844483.0,229329.0,135771.0,135766.0
62.670,12.464,21.544,0.0,0.0,3.322,11858762.0,30069576.0,0.0,16384.0,802916.0,233377.0,137912.0,137926.0
62.524,11.891,22.170,0.0,0.0,3.416,11784994.0,29882113.0,0.0,36864.0,790574.0,230481.0,137064.0,137070.0
62.901,12.028,21.707,0.0,0.0,3.364,11777676.0,29867623.0,0.0,16384.0,789132.0,230247.0,136856.0,136858.0
61.404,12.325,22.935,0.0,0.0,3.335,11618800.0,29458051.0,0.0,16384.0,777251.0,228058.0,135143.0,135157.0
61.638,12.630,22.299,0.0,0.0,3.433,11589954.0,29384576.0,0.0,16384.0,869359.0,229469.0,134812.0,134793.0
65.122,12.649,18.190,0.031,0.0,4.008,12052268.0,30567049.0,0.0,20480.0,821010.0,225064.0,140070.0,140073.0
69.584,12.972,12.657,0.0,0.0,4.786,12617836.0,31994655.0,0.0,24576.0,881759.0,221420.0,146786.0,146783.0
67.763,13.097,14.268,0.0,0.0,4.872,12445880.0,31556333.0,0.0,176128.0,851311.0,220769.0,144690.0,144693.0
67.930,13.523,13.491,0.0,0.0,5.055,12518872.0,31740026.0,0.0,16384.0,857392.0,221666.0,145611.0,145602.0
66.793,13.598,15.297,0.031,0.0,4.281,12106824.0,30702632.0,0.0,16384.0,1006045.0,216962.0,140738.0,140726.0
68.137,13.456,13.773,0.0,0.0,4.633,12486100.0,31660032.0,0.0,16384.0,894718.0,221194.0,145230.0,145242.0
67.802,13.067,14.254,0.0,0.0,4.877,12393180.0,31425580.0,0.0,28672.0,870159.0,220939.0,144051.0,144051.0
69.282,13.278,12.421,0.0,0.0,5.019,12648584.0,32059520.0,0.0,40960.0,868940.0,221824.0,147090.0,147078.0
71.048,13.335,10.770,0.0,0.0,4.846,12849006.0,32587199.0,0.0,16384.0,894423.0,222644.0,149456.0,149462.0
71.122,14.629,9.384,0.063,0.0,4.803,12895266.0,32693080.0,0.0,16384.0,948734.0,221241.0,149970.0,149959.0
70.609,13.308,11.132,0.0,0.0,4.951,12736728.0,32296157.0,0.0,16384.0,901138.0,220048.0,148075.0,148078.0
72.716,13.831,8.633,0.0,0.0,4.820,13045314.0,33072193.0,0.0,40960.0,921530.0,220245.0,151632.0,151625.0
72.487,13.300,9.581,0.0,0.0,4.633,12934966.0,32815057.0,0.0,151552.0,922126.0,220609.0,150387.0,150376.0
71.734,14.981,8.511,0.0,0.0,4.774,13046186.0,33073126.0,0.0,28672.0,921599.0,220641.0,151742.0,151751.0
72.298,13.331,9.518,0.0,0.0,4.853,12899070.0,32701774.0,0.0,16384.0,923674.0,220791.0,150041.0,150040.0
70.982,13.799,9.978,0.0,0.0,5.242,12884386.0,32674218.0,0.0,16384.0,903142.0,220071.0,149773.0,149778.0
72.030,13.811,9.344,0.0,0.0,4.815,12953350.0,32841347.0,0.0,16384.0,913653.0,221020.0,150608.0,150602.0
71.193,13.359,10.510,0.0,0.0,4.938,12835048.0,32545663.0,0.0,24576.0,900491.0,220915.0,149286.0,149290.0
70.025,13.582,11.402,0.0,0.0,4.991,12759332.0,32343296.0,0.0,16384.0,886728.0,222257.0,148325.0,148312.0
69.858,13.606,11.874,0.031,0.0,4.630,12629488.0,32032411.0,0.0,28672.0,931837.0,222007.0,146904.0,146905.0
71.357,13.317,10.521,0.0,0.0,4.805,12798484.0,32444906.0,0.0,16384.0,905704.0,220714.0,148780.0,148772.0
69.486,13.222,12.149,0.0,0.0,5.144,12663514.0,32107146.0,0.0,16384.0,882143.0,222198.0,147301.0,147307.0
69.921,13.417,12.094,0.0,0.0,4.567,12691760.0,32180311.0,0.0,98304.0,871439.0,221211.0,147549.0,147547.0
69.915,13.592,11.447,0.0,0.0,5.046,12726502.0,32276501.0,0.0,16384.0,882337.0,220442.0,147984.0,147976.0
70.994,13.076,11.007,0.0,0.0,4.923,12647990.0,32071861.0,0.0,16384.0,968507.0,217453.0,147022.0,147022.0
70.161,13.420,11.525,0.0,0.0,4.894,12635918.0,32044582.0,0.0,28672.0,938427.0,218469.0,147008.0,147017.0
69.981,13.384,11.427,0.0,0.0,5.208,12736718.0,32288326.0,0.0,16384.0,885080.0,220572.0,148082.0,148077.0
70.959,13.793,10.535,0.0,0.0,4.714,12843610.0,32571150.0,0.0,24576.0,897066.0,220051.0,149340.0,149341.0
69.881,12.971,12.186,0.0,0.0,4.962,12658456.0,32092874.0,0.0,16384.0,890053.0,221052.0,147140.0,147136.0
70.019,13.001,11.654,0.125,0.0,5.201,12660462.0,32107067.0,0.0,16384.0,886226.0,221579.0,147258.0,147249.0
68.186,13.197,14.058,0.0,0.0,4.558,12477974.0,31627426.0,0.0,16384.0,884907.0,226193.0,144973.0,144963.0
66.169,12.567,17.074,0.0,0.0,4.189,12319644.0,31230129.0,0.0,28672.0,855226.0,233977.0,143264.0,143262.0
65.444,12.836,17.831,0.0,0.0,3.889,12190592.0,30917623.0,0.0,98304.0,846651.0,233799.0,141826.0,141836.0
65.199,13.397,16.874,0.0,0.0,4.530,12318022.0,31227575.0,0.0,20480.0,855733.0,233701.0,143210.0,143199.0
66.052,12.586,17.146,0.031,0.0,4.185,12203844.0,30944934.0,0.0,16384.0,861274.0,233664.0,141899.0,141900.0
65.700,12.926,17.434,0.0,0.0,3.941,12194020.0,30919843.0,0.0,16384.0,841446.0,232817.0,141797.0,141794.0
67.358,12.881,15.614,0.0,0.0,4.147,12469490.0,31615421.0,0.0,16384.0,867868.0,235513.0,145023.0,145029.0
67.320,12.528,15.944,0.0,0.0,4.208,12317758.0,31236250.0,0.0,40960.0,859500.0,232395.0,143160.0,143152.0
67.799,13.176,14.937,0.0,0.0,4.088,12502620.0,31698698.0,0.0,16384.0,868648.0,235424.0,145465.0,145469.0
66.603,14.0,14.889,0.0,0.0,4.508,12464646.0,31605984.0,0.0,16384.0,872072.0,233252.0,144870.0,144876.0
66.698,13.960,15.163,0.0,0.0,4.179,12375210.0,31373915.0,0.0,16384.0,925871.0,233952.0,143920.0,143906.0
69.238,12.635,13.905,0.0,0.0,4.222,12615626.0,31994421.0,0.0,16384.0,875570.0,234759.0,146690.0,146679.0
27.107,5.849,65.409,0.031,0.0,1.604,5180362.0,12965837.0,0.0,114688.0,354996.0,95911.0,60208.0,59374.0
0.0,0.0,100.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,144.0,232.0,2.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,111.0,216.0,2.0,0.0
0.0,0.031,99.969,0.0,0.0,0.0,120.0,0.0,0.0,0.0,212.0,236.0,2.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,158.0,288.0,1.0,0.0
0.0,0.031,99.969,0.0,0.0,0.0,4579.0,5504.0,0.0,32768.0,435.0,602.0,54.0,43.0
0.031,0.031,99.937,0.0,0.0,0.0,7890.0,6804.0,0.0,0.0,618.0,876.0,93.0,72.0
0.031,0.031,99.937,0.0,0.0,0.0,8066.0,7182.0,0.0,0.0,663.0,912.0,94.0,76.0
0.0,0.063,99.937,0.0,0.0,0.0,8312.0,7182.0,0.0,0.0,703.0,1008.0,98.0,76.0
0.0,0.0,100.0,0.0,0.0,0.0,8774.0,7182.0,0.0,0.0,661.0,898.0,101.0,76.0
0.0,0.031,99.969,0.0,0.0,0.0,7884.0,6804.0,0.0,4096.0,616.0,884.0,93.0,72.0
15.597,4.151,79.088,0.031,0.0,1.132,2740440.0,6688284.0,0.0,12288.0,282515.0,57187.0,31783.0,31374.0
70.435,14.227,10.416,0.095,0.0,4.827,11727326.0,29723943.0,0.0,16384.0,989641.0,204850.0,136387.0,136386.0
71.017,12.924,11.118,0.0,0.0,4.941,11813714.0,29953362.0,0.0,20480.0,850202.0,206908.0,137361.0,137344.0
71.747,12.414,10.622,0.0,0.0,5.217,11845166.0,30036783.0,0.0,16384.0,849782.0,206533.0,137690.0,137698.0
71.280,12.954,10.742,0.0,0.0,5.024,11826584.0,29988026.0,0.0,16384.0,831281.0,206310.0,137581.0,137575.0
70.739,13.068,10.795,0.0,0.0,5.398,11863344.0,30090772.0,0.0,24576.0,835440.0,206869.0,137889.0,137895.0
70.397,13.714,11.097,0.0,0.0,4.792,11786872.0,29879277.0,0.0,28672.0,842157.0,206074.0,137035.0,137023.0
70.170,13.877,10.195,0.0,0.0,5.758,11913236.0,30206860.0,0.0,16384.0,841254.0,205589.0,138576.0,138566.0
71.028,13.777,9.300,0.0,0.0,5.895,12016040.0,30462654.0,0.0,16384.0,858695.0,205378.0,139675.0,139692.0
71.356,13.719,9.463,0.0,0.0,5.462,11986866.0,30397900.0,0.0,16384.0,847076.0,204959.0,139402.0,139401.0
71.148,13.761,9.902,0.0,0.0,5.188,11944278.0,30281226.0,0.0,94208.0,836034.0,206359.0,138840.0,138829.0
70.798,13.970,9.776,0.032,0.0,5.424,11940008.0,30278639.0,0.0,16384.0,871572.0,205054.0,138838.0,138836.0
70.581,13.920,10.196,0.0,0.0,5.303,11904438.0,30183689.0,0.0,28672.0,837397.0,205979.0,138476.0,138475.0
70.659,13.593,10.361,0.0,0.0,5.387,11889970.0,30150795.0,0.0,16384.0,834632.0,206564.0,138126.0,138120.0
70.956,13.844,10.155,0.0,0.0,5.046,11925500.0,30237869.0,0.0,20480.0,834865.0,206143.0,138817.0,138825.0
70.975,14.088,9.497,0.0,0.0,5.440,11972186.0,30352894.0,0.0,24576.0,844148.0,206279.0,139099.0,139085.0
72.136,12.749,10.066,0.0,0.0,5.049,11915868.0,30214556.0,0.0,16384.0,829996.0,205051.0,138647.0,138655.0
70.532,13.752,10.773,0.0,0.0,4.943,11642108.0,29513730.0,0.0,16384.0,976507.0,204463.0,135373.0,135375.0
69.921,13.365,11.848,0.0,0.0,4.866,11712788.0,29706884.0,0.0,28672.0,827620.0,207274.0,136161.0,136159.0
70.044,13.163,11.395,0.0,0.0,5.398,11794526.0,29902166.0,0.0,16384.0,831897.0,207611.0,137166.0,137171.0
70.424,13.532,11.177,0.0,0.0,4.867,11799040.0,29912323.0,0.0,86016.0,830374.0,206970.0,137173.0,137180.0
69.905,13.596,11.262,0.0,0.0,5.237,11802160.0,29935061.0,0.0,16384.0,826209.0,207230.0,137244.0,137236.0
69.006,13.593,12.272,0.063,0.0,5.066,11530192.0,29228906.0,0.0,16384.0,927322.0,204132.0,134121.0,134125.0
70.616,12.733,11.912,0.0,0.0,4.739,11707010.0,29691682.0,0.0,16384.0,826330.0,206811.0,136087.0,136074.0
70.789,13.087,11.177,0.0,0.0,4.947,11817424.0,29954562.0,0.0,28672.0,826617.0,208037.0,137399.0,137405.0
71.374,12.282,11.457,0.0,0.0,4.887,11793068.0,29902214.0,0.0,16384.0,827354.0,208007.0,137132.0,137124.0
70.006,13.788,10.992,0.0,0.0,5.214,11810105.0,29954730.0,0.0,28672.0,830857.0,206604.0,137318.0,137309.0
69.512,13.890,11.339,0.0,0.0,5.260,11759040.0,29791328.0,0.0,16384.0,876685.0,208216.0,136733.0,136716.0
69.418,13.409,11.860,0.0,0.0,5.313,11718420.0,29710602.0,0.0,16384.0,822178.0,208183.0,136281.0,136263.0
69.287,13.605,12.090,0.0,0.0,5.019,11748260.0,29800375.0,0.0,16384.0,824063.0,209968.0,136583.0,136587.0
69.173,13.589,12.457,0.031,0.0,4.750,11683370.0,29610588.0,0.0,176128.0,813392.0,209262.0,135857.0,135853.0
69.252,13.638,12.261,0.0,0.0,4.848,11670646.0,29598395.0,0.0,28672.0,811889.0,209201.0,135683.0,135680.0
68.501,13.536,12.998,0.0,0.0,4.965,11423304.0,28969197.0,0.0,16384.0,955321.0,206339.0,132840.0,132848.0
68.556,13.711,12.508,0.0,0.0,5.225,11644908.0,29534102.0,0.0,16384.0,859656.0,208211.0,135444.0,135439.0
69.937,12.713,12.208,0.0,0.0,5.142,11694832.0,29647787.0,0.0,16384.0,830279.0,209396.0,135947.0,135945.0
69.708,13.815,11.502,0.032,0.0,4.943,11815462.0,29960113.0,0.0,16384.0,833488.0,209391.0,137417.0,137408.0
70.0,13.722,11.388,0.0,0.0,4.890,11789910.0,29894207.0,0.0,61440.0,825898.0,208673.0,137132.0,137153.0
68.380,13.997,12.673,0.063,0.0,4.887,11581698.0,29359286.0,0.0,16384.0,885830.0,210149.0,134615.0,134591.0
68.076,12.934,14.006,0.0,0.0,4.984,11548078.0,29283887.0,0.0,20480.0,831863.0,210779.0,134327.0,134338.0
67.761,13.704,14.114,0.0,0.0,4.421,11552342.0,29294470.0,0.0,16384.0,801506.0,212064.0,134325.0,134314.0
68.793,12.413,13.992,0.0,0.0,4.801,11549074.0,29273842.0,0.0,77824.0,801278.0,211613.0,134275.0,134271.0
68.359,12.917,13.837,0.0,0.0,4.887,11565434.0,29324453.0,0.0,45056.0,811195.0,211826.0,134461.0,134459.0
67.530,12.761,14.719,0.0,0.0,4.991,11420814.0,28964963.0,0.0,16384.0,808731.0,209953.0,132806.0,132801.0
68.600,13.272,13.588,0.0,0.0,4.540,11618810.0,29463682.0,0.0,16384.0,808530.0,212666.0,135106.0,135095.0
68.479,13.690,12.899,0.0,0.0,4.932,11636732.0,29506436.0,0.0,16384.0,826936.0,209598.0,135320.0,135326.0
70.031,13.522,11.918,0.0,0.0,4.528,11777282.0,29859738.0,0.0,16384.0,825029.0,211897.0,136962.0,136954.0
69.030,14.020,12.098,0.032,0.0,4.820,11769166.0,29845344.0,0.0,24576.0,825188.0,213668.0,136855.0,136858.0
70.945,12.931,11.002,0.0,0.0,5.122,11779576.0,29867134.0,0.0,28672.0,865977.0,208731.0,136940.0,136943.0
70.240,14.313,10.183,0.0,0.0,5.265,11811380.0,29931443.0,0.0,16384.0,830031.0,205707.0,137405.0,137411.0
71.604,13.615,9.770,0.0,0.0,5.011,11937162.0,30278977.0,0.0,16384.0,840539.0,205706.0,138745.0,138725.0
71.587,13.338,10.082,0.0,0.0,4.994,11860992.0,30069776.0,0.0,94208.0,855724.0,207165.0,137985.0,137976.0
71.555,13.623,9.681,0.0,0.0,5.140,11924236.0,30231632.0,0.0,24576.0,837157.0,205848.0,138646.0,138645.0
70.912,13.333,10.189,0.0,0.0,5.566,11864690.0,30096723.0,0.0,28672.0,831669.0,205663.0,137919.0,137922.0
71.185,13.745,10.025,0.0,0.0,5.044,11676550.0,29594516.0,0.0,16384.0,984540.0,202716.0,135772.0,135774.0
71.505,13.761,9.676,0.0,0.0,5.058,11881874.0,30125263.0,0.0,16384.0,857151.0,204526.0,138142.0,138132.0
72.066,13.382,9.269,0.032,0.0,5.252,11948442.0,30305174.0,0.0,16384.0,852039.0,205272.0,138981.0,138980.0
71.760,13.994,9.539,0.0,0.0,4.707,11922512.0,30234396.0,0.0,24576.0,844168.0,204913.0,138632.0,138625.0
69.720,13.283,11.898,0.0,0.0,5.099,11737340.0,29747288.0,0.0,16384.0,824871.0,210186.0,136405.0,136409.0
69.103,14.021,12.453,0.063,0.0,4.360,11730868.0,29749783.0,0.0,28672.0,869032.0,216131.0,136424.0,136421.0
69.131,12.385,13.934,0.0,0.0,4.550,11586602.0,29372920.0,0.0,16384.0,824337.0,215960.0,134721.0,134723.0
48.650,10.075,38.073,0.063,0.0,3.139,8387380.0,21089748.0,0.0,90112.0,581571.0,155926.0,97524.0,96582.0
0.031,0.0,99.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,293.0,0.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8192.0,144.0,257.0,0.0,0.0
0.0,0.031,99.969,0.0,0.0,0.0,180.0,0.0,0.0,0.0,138.0,232.0,3.0,0.0
0.0,0.0,100.0,0.0,0.0,0.0,120.0,0.0,0.0,12288.0,127.0,222.0,2.0,0.0
0.031,0.0,99.969,0.0,0.0,0.0,2439.0,3656.0,0.0,0.0,313.0,449.0,29.0,24.0
0.0,0.063,99.937,0.0,0.0,0.0,8070.0,6804.0,0.0,0.0,707.0,889.0,96.0,72.0
0.0,0.0,100.0,0.0,0.0,0.0,7704.0,6804.0,0.0,0.0,641.0,904.0,90.0,72.0
0.0,0.031,99.969,0.0,0.0,0.0,9056.0,6804.0,0.0,4096.0,626.0,876.0,96.0,72.0
0.031,0.0,99.969,0.0,0.0,0.0,7396.0,6426.0,0.0,0.0,626.0,902.0,87.0,68.0
0.0,0.031,99.937,0.031,0.0,0.0,8186.0,7182.0,0.0,12288.0,681.0,944.0,96.0,76.0
0.031,0.031,99.937,0.0,0.0,0.0,7704.0,6804.0,0.0,0.0,610.0,862.0,90.0,72.0
12.081,3.192,83.787,0.0,0.0,0.939,2165866.0,5197096.0,0.0,0.0,150427.0,42080.0,25054.0,24609.0
72.418,13.696,8.564,0.0,0.0,5.321,12028702.0,30511354.0,0.0,16384.0,896234.0,202233.0,139821.0,139811.0
72.268,13.708,8.749,0.0,0.0,5.275,12029292.0,30489147.0,0.0,32768.0,860436.0,203988.0,139971.0,139976.0
73.442,13.780,7.673,0.0,0.0,5.105,12130358.0,30771878.0,0.0,16384.0,885769.0,201124.0,141015.0,141008.0
73.258,13.907,7.316,0.0,0.0,5.519,12157298.0,30824548.0,0.0,40960.0,891079.0,201842.0,141351.0,141346.0
74.030,13.885,7.037,0.0,0.0,5.049,12213504.0,30965519.0,0.0,16384.0,883610.0,202043.0,142090.0,142097.0
70.560,14.074,10.579,0.0,0.0,4.786,11574824.0,29337223.0,0.0,16384.0,979527.0,200560.0,134536.0,134524.0
72.859,14.295,7.462,0.0,0.0,5.384,12131310.0,30759619.0,0.0,36864.0,921491.0,202408.0,141050.0,141054.0
71.775,14.601,8.168,0.0,0.0,5.456,12083780.0,30646091.0,0.0,16384.0,877666.0,203290.0,140524.0,140518.0
73.022,13.552,8.541,0.0,0.0,4.885,12043106.0,30540294.0,0.0,16384.0,869491.0,203662.0,140012.0,140013.0
71.604,14.182,8.667,0.032,0.0,5.515,12014838.0,30460092.0,0.0,102400.0,877476.0,203871.0,139694.0,139689.0
71.184,13.996,9.616,0.0,0.0,5.205,11767164.0,29839825.0,0.0,16384.0,959505.0,201195.0,136869.0,136884.0
72.598,13.795,8.0,0.0,0.0,5.606,12107260.0,30694855.0,0.0,16384.0,885092.0,203249.0,140784.0,140775.0
73.139,13.981,7.477,0.0,0.0,5.404,12138878.0,30778498.0,0.0,28672.0,878704.0,202251.0,141180.0,141186.0
71.884,14.516,8.804,0.0,0.0,4.796,12017540.0,30473891.0,0.0,16384.0,863742.0,204084.0,139731.0,139724.0
72.750,13.954,7.777,0.0,0.0,5.519,12075904.0,30615499.0,0.0,16384.0,867083.0,200968.0,140395.0,140394.0
73.636,14.357,7.053,0.0,0.0,4.953,12597922.0,31938144.0,0.0,28672.0,916010.0,206077.0,146501.0,146492.0
74.803,14.030,6.354,0.0,0.0,4.813,13187044.0,33434329.0,0.0,16384.0,955178.0,211430.0,153342.0,153347.0
74.134,14.241,6.522,0.0,0.0,5.104,13184032.0,33440259.0,0.0,20480.0,936954.0,211969.0,153302.0,153293.0
74.984,13.981,5.705,0.031,0.0,5.298,13281952.0,33667539.0,0.0,16384.0,943216.0,211478.0,154429.0,154432.0
74.795,14.052,6.049,0.0,0.0,5.104,13240316.0,33573902.0,0.0,163840.0,939141.0,210347.0,153955.0,153947.0
72.336,15.247,7.230,0.031,0.0,5.156,12830478.0,32527108.0,0.0,16384.0,1091015.0,211104.0,149225.0,149238.0
74.710,14.151,6.338,0.0,0.0,4.801,13064794.0,33136615.0,0.0,28672.0,1045793.0,209023.0,151862.0,151846.0
74.355,14.443,6.293,0.0,0.0,4.909,13178898.0,33408631.0,0.0,24576.0,952509.0,211166.0,153204.0,153214.0
74.096,14.901,5.910,0.0,0.0,5.093,13228008.0,33548312.0,0.0,20480.0,948341.0,211064.0,153870.0,153865.0
71.850,14.326,8.828,0.0,0.0,4.995,12995232.0,32947753.0,0.0,16384.0,917337.0,218774.0,151046.0,151039.0
69.869,13.798,12.328,0.0,0.0,4.005,12662960.0,32108239.0,0.0,16384.0,882279.0,224521.0,147260.0,147273.0
69.415,12.996,13.090,0.031,0.0,4.468,12596804.0,31933421.0,0.0,16384.0,892295.0,226006.0,146515.0,146506.0
69.407,14.088,11.923,0.0,0.0,4.581,12695266.0,32198336.0,0.0,36864.0,882660.0,223472.0,147666.0,147671.0
70.314,13.836,11.384,0.0,0.0,4.465,12775452.0,32392697.0,0.0,16384.0,895104.0,223370.0,148494.0,148493.0
69.981,13.751,11.926,0.0,0.0,4.342,12700866.0,32199144.0,0.0,77824.0,885300.0,225006.0,147668.0,147664.0
70.013,13.405,12.115,0.0,0.0,4.468,12662460.0,32104962.0,0.0,16384.0,912651.0,225101.0,147267.0,147261.0
70.964,13.329,11.108,0.0,0.0,4.599,12798224.0,32454226.0,0.0,16384.0,909122.0,224872.0,148782.0,148783.0
70.501,12.959,12.072,0.0,0.0,4.468,12681934.0,32147755.0,0.0,36864.0,882779.0,224610.0,147453.0,147471.0
71.117,13.447,11.080,0.0,0.0,4.356,12819670.0,32508346.0,0.0,16384.0,898604.0,223871.0,149132.0,149115.0
70.472,13.794,11.480,0.0,0.0,4.254,12737508.0,32296626.0,0.0,20480.0,889950.0,223913.0,148070.0,148070.0
70.503,13.459,11.415,0.0,0.0,4.623,12765512.0,32383322.0,0.0,16384.0,890023.0,225363.0,148375.0,148373.0
70.376,13.690,11.160,0.0,0.0,4.774,12636334.0,32018694.0,0.0,16384.0,1040969.0,222605.0,147019.0,146997.0
70.486,13.857,10.827,0.0,0.0,4.830,12816496.0,32499619.0,0.0,20480.0,918667.0,224139.0,148989.0,148986.0
71.024,13.669,10.992,0.0,0.0,4.315,12807396.0,32478656.0,0.0,28672.0,902663.0,224948.0,148997.0,148997.0
69.800,13.898,11.899,0.031,0.0,4.372,12697370.0,32189802.0,0.0,90112.0,888451.0,225986.0,147591.0,147599.0
71.209,13.377,11.090,0.0,0.0,4.323,12807632.0,32460836.0,0.0,16384.0,911594.0,224438.0,148859.0,148859.0
69.202,14.449,12.231,0.063,0.0,4.056,12553358.0,31858523.0,0.0,16384.0,937412.0,224595.0,145973.0,145977.0
71.203,13.104,10.830,0.0,0.0,4.863,12757554.0,32336921.0,0.0,28672.0,956586.0,223742.0,148409.0,148410.0
70.408,13.531,11.540,0.0,0.0,4.521,12737076.0,32302131.0,0.0,16384.0,906179.0,223429.0,148090.0,148074.0
70.938,13.539,11.020,0.0,0.0,4.503,12813314.0,32482482.0,0.0,40960.0,899682.0,224903.0,149027.0,149025.0
70.760,14.070,10.898,0.0,0.0,4.271,12780912.0,32411443.0,0.0,20480.0,899267.0,223378.0,148665.0,148671.0
70.997,13.589,11.261,0.0,0.0,4.152,12741178.0,32304873.0,0.0,16384.0,920699.0,224601.0,148079.0,148076.0
70.883,14.089,10.457,0.0,0.0,4.571,12883832.0,32669510.0,0.0,36864.0,901946.0,224031.0,149824.0,149814.0
70.566,13.176,12.013,0.0,0.0,4.245,12692934.0,32189055.0,0.0,16384.0,883197.0,225652.0,147615.0,147621.0
70.424,13.752,11.491,0.0,0.0,4.333,12736838.0,32274740.0,0.0,90112.0,884595.0,223712.0,148052.0,148057.0
71.379,13.601,10.792,0.0,0.0,4.228,12831678.0,32543804.0,0.0,28672.0,900140.0,224254.0,149185.0,149183.0
69.927,13.569,12.086,0.0,0.0,4.418,12681762.0,32144711.0,0.0,16384.0,918257.0,225430.0,147484.0,147478.0
69.849,13.611,12.035,0.032,0.0,4.474,12704056.0,32223181.0,0.0,16384.0,887239.0,223246.0,147704.0,147704.0
69.704,12.926,12.831,0.0,0.0,4.540,12618268.0,31994640.0,0.0,24576.0,876926.0,225811.0,146711.0,146720.0
69.039,13.890,12.630,0.0,0.0,4.441,12660120.0,32100512.0,0.0,16384.0,879788.0,225702.0,147294.0,147281.0
70.323,13.945,11.595,0.0,0.0,4.137,12735474.0,32300654.0,0.0,16384.0,886201.0,223188.0,148006.0,148008.0
68.390,13.142,13.930,0.0,0.0,4.538,12387860.0,31404623.0,0.0,32768.0,897934.0,224213.0,144043.0,144066.0
69.272,14.151,12.323,0.0,0.0,4.255,12508836.0,31712722.0,0.0,16384.0,996154.0,221553.0,145451.0,145426.0
69.420,14.124,12.011,0.0,0.0,4.445,12673338.0,32133314.0,0.0,24576.0,911431.0,224473.0,147411.0,147400.0
