10,2216.829962,1862252,0,266036,2128288,133018,60.003700,3.200000,4.500000,27.240000,6.100000
20,3702.920433,3110702,0,444386,3555088,222193,60.004800,3.530000,5.390000,19.880000,6.990000
30,4167.534643,3501050,0,500150,4001200,250075,60.005500,3.820000,7.190000,35.100000,11.050000
40,4680.889713,3932334,0,561762,4494096,280881,60.005900,3.710000,8.530000,71.030000,14.490000
50,5501.821442,4622100,0,660300,5282400,330150,60.007400,3.400000,9.080000,41.170000,15.990000
60,6505.327605,5465222,0,780746,6245968,390373,60.008200,3.420000,9.210000,53.970000,17.710000
70,6953.126562,5841444,0,834492,6675936,417246,60.008400,3.810000,10.050000,66.230000,20.970000
80,7339.063518,6165810,0,880830,7046640,440415,60.009700,3.800000,10.890000,69.040000,24.120000
90,7435.545365,6247024,0,892432,7139456,446216,60.011200,3.780000,12.090000,101.270000,28.650000
100,7661.742112,6437172,0,919596,7356768,459798,60.012200,3.880000,13.040000,109.240000,31.320000
110,8430.750773,7083188,0,1011884,8095072,505942,60.011500,4.150000,13.030000,100.350000,30.650000
120,7979.123514,6703592,0,957656,7661248,478828,60.010100,3.590000,15.030000,139.740000,40.280000
130,8286.980257,6962270,0,994610,7956880,497305,60.010400,3.750000,15.670000,179.350000,41.490000
140,8534.942698,7171192,0,1024456,8195648,512228,60.015400,3.810000,16.380000,182.110000,45.630000
150,7857.866464,6602456,0,943208,7545664,471604,60.016800,3.630000,19.070000,212.120000,55.370000
160,8787.943420,7383558,0,1054794,8438352,527397,60.013700,4.120000,18.190000,152.450000,46.670000
170,8611.829905,7235830,0,1033690,8269520,516845,60.015700,4.020000,19.720000,210.400000,57.330000
