10,2197.479139,1845984,0,263712,2109696,131856,60.003300,3.100000,4.540000,19.140000,6.470000
20,3690.502181,3100244,0,442892,3543136,221446,60.004300,3.590000,5.410000,16.640000,6.910000
30,4131.200651,3470544,0,495792,3966336,247896,60.005800,3.860000,7.250000,24.780000,11.450000
40,4686.921409,3937388,0,562484,4499872,281242,60.005700,3.770000,8.520000,36.310000,14.180000
50,5525.598788,4642176,0,663168,5305344,331584,60.008700,3.660000,9.040000,47.390000,15.950000
60,6440.399475,5410720,0,772960,6183680,386480,60.008700,3.620000,9.300000,40.500000,17.140000
70,7036.912981,5911864,0,844552,6756416,422276,60.008700,3.670000,9.930000,46.530000,19.600000
80,6994.447740,5876472,0,839496,6715968,419748,60.011600,3.500000,11.420000,97.780000,25.860000
90,7376.340001,6197086,0,885298,7082384,442649,60.009300,3.510000,12.190000,130.650000,29.580000
100,7596.590625,6382306,0,911758,7294064,455879,60.011000,3.920000,13.150000,104.240000,32.610000
110,8422.016514,7075614,0,1010802,8086416,505401,60.009500,3.490000,13.050000,132.940000,31.130000
120,7775.461644,6532890,0,933270,7466160,466635,60.013800,3.580000,15.420000,157.490000,40.530000
130,8504.215683,7145208,0,1020744,8165952,510372,60.014000,3.680000,15.270000,141.850000,39.730000
140,8689.103691,7300538,0,1042934,8343472,521467,60.013900,3.780000,16.100000,186.860000,41.180000
150,8744.182559,7346766,0,1049538,8396304,524769,60.013500,3.770000,17.140000,141.470000,42.930000
160,8698.574671,7308532,0,1044076,8352608,522038,60.014200,3.890000,18.380000,182.490000,48.920000
170,8694.147483,7304934,0,1043562,8348496,521781,60.015200,3.930000,19.530000,204.640000,53.020000
