10,2408.753893,2023532,0,289076,2312608,144538,60.005300,3.100000,4.140000,22.450000,5.000000
20,3741.615184,3143182,0,449026,3592208,224513,60.004300,3.680000,5.340000,16.670000,6.780000
30,4183.369247,3514364,0,502052,4016416,251026,60.005700,3.800000,7.160000,26.300000,11.120000
40,4607.585486,3870804,0,552972,4423776,276486,60.006700,3.890000,8.670000,29.930000,13.630000
50,5681.332636,4772908,0,681844,5454752,340922,60.007400,3.660000,8.790000,58.950000,16.180000
60,6476.569791,5441044,0,777292,6218336,388646,60.008000,3.670000,9.250000,49.030000,17.350000
70,7037.121590,5912256,0,844608,6756864,422304,60.010900,3.660000,9.930000,65.180000,22.170000
80,7327.690931,6156276,0,879468,7035744,439734,60.009900,3.830000,10.900000,65.350000,23.500000
90,7437.487607,6249166,0,892738,7141904,446369,60.016100,3.830000,12.090000,104.100000,29.590000
100,7824.812531,6573938,0,939134,7513072,469567,60.010000,4.100000,12.760000,86.520000,30.670000
110,7866.000787,6608630,0,944090,7552720,472045,60.010800,4.050000,13.970000,95.460000,35.310000
120,8410.186166,7065828,0,1009404,8075232,504702,60.010800,4.210000,14.250000,143.990000,34.900000
130,8468.048448,7114856,0,1016408,8131264,508204,60.014300,4.010000,15.330000,164.960000,41.940000
140,8728.643392,7333368,0,1047624,8380992,523812,60.010700,4.100000,16.020000,120.760000,39.380000
150,7893.234651,6632262,0,947466,7579728,473733,60.017600,4.000000,18.980000,180.250000,52.390000
160,8624.752554,7246386,0,1035198,8281584,517599,60.013200,4.110000,18.530000,191.190000,50.000000
170,7918.363470,6653066,0,950438,7603504,475219,60.014800,4.100000,21.450000,217.450000,63.710000
