"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
2,31.183,6.135,57.084,0.032,0.0,5.566,33868830.0,26002377.0,0.0,16384.0,274721.0,115991.0,200004.0,200005.0
2,30.406,6.183,57.356,0.0,0.0,6.056,33842155.0,25975648.0,0.0,16384.0,267723.0,115371.0,199789.0,199777.0
2,30.926,5.727,57.175,0.032,0.0,6.141,33944505.0,26058575.0,0.0,40960.0,273536.0,116550.0,200413.0,200411.0
2,30.769,5.920,57.392,0.032,0.0,5.888,33792211.0,25939388.0,0.0,16384.0,263970.0,115054.0,199497.0,199488.0
2,30.956,5.585,57.305,0.0,0.0,6.153,33699723.0,25869990.0,0.0,16384.0,260599.0,115296.0,199018.0,199028.0
2,30.202,6.040,57.432,0.032,0.0,6.293,33617896.0,25807452.0,0.0,20480.0,269324.0,115032.0,198460.0,198462.0
2,31.228,5.589,57.310,0.0,0.0,5.873,33704637.0,25872036.0,0.0,16384.0,260732.0,115085.0,198987.0,198974.0
2,30.806,5.647,57.582,0.032,0.0,5.933,33659243.0,25839774.0,0.0,16384.0,261124.0,115070.0,198667.0,198676.0
2,31.046,5.786,57.382,0.0,0.0,5.786,33731669.0,25893482.0,0.0,32768.0,260473.0,115112.0,199268.0,199263.0
2,30.862,5.767,57.383,0.063,0.0,5.925,33740179.0,25900261.0,0.0,106496.0,261891.0,115328.0,199178.0,199172.0
2,31.002,5.734,57.089,0.0,0.0,6.175,33771319.0,25926020.0,0.0,16384.0,261686.0,115359.0,199310.0,199312.0
2,30.476,5.746,57.683,0.032,0.0,6.063,33627064.0,25812900.0,0.0,16384.0,260195.0,114978.0,198598.0,198600.0
2,30.949,5.957,57.170,0.0,0.0,5.925,33784428.0,25936497.0,0.0,16384.0,261025.0,114765.0,199520.0,199513.0
2,30.964,5.901,57.138,0.0,0.0,5.996,33911144.0,26029705.0,0.0,16384.0,263013.0,115580.0,200255.0,200250.0
2,31.751,5.635,56.853,0.0,0.0,5.761,34046224.0,26135489.0,0.0,28672.0,263316.0,115597.0,200910.0,200918.0
2,31.932,5.564,56.876,0.0,0.0,5.628,34000327.0,26100133.0,0.0,16384.0,263127.0,115069.0,200801.0,200792.0
2,31.096,5.985,56.808,0.032,0.0,6.080,33989410.0,26092571.0,0.0,16384.0,264658.0,115550.0,200666.0,200665.0
2,31.417,5.750,57.116,0.0,0.0,5.718,33974379.0,26080961.0,0.0,16384.0,262533.0,115537.0,200526.0,200525.0
2,30.686,6.004,57.147,0.0,0.0,6.163,33937745.0,26049499.0,0.0,16384.0,262319.0,115400.0,200427.0,200418.0
