10,2261.087955,1899450,0,271350,2170800,135675,60.004300,3.170000,4.410000,23.750000,5.790000
20,3692.514345,3101924,0,443132,3545056,221566,60.004100,3.610000,5.410000,18.210000,7.000000
30,4162.610054,3496878,0,499554,3996432,249777,60.004900,3.880000,7.200000,24.210000,11.170000
40,4512.829401,3791200,0,541600,4332800,270800,60.006700,4.110000,8.850000,28.180000,13.960000
50,5344.398340,4489968,0,641424,5131392,320712,60.009000,3.610000,9.340000,45.040000,15.390000
60,6472.323272,5437558,0,776794,6214352,388397,60.008900,3.520000,9.260000,57.460000,17.670000
70,7016.899216,5895050,0,842150,6737200,421075,60.008700,3.540000,9.960000,45.340000,19.600000
80,7333.054494,6160854,0,880122,7040976,440061,60.010600,3.850000,10.890000,63.090000,23.750000
90,7569.484368,6359416,0,908488,7267904,454244,60.009900,4.000000,11.880000,66.730000,27.060000
100,7699.737211,6468868,0,924124,7392992,462062,60.010100,3.640000,12.970000,96.460000,31.110000
110,8571.226223,7200970,0,1028710,8229680,514355,60.009500,3.870000,12.820000,96.950000,29.930000
120,8631.039568,7251342,0,1035906,8287248,517953,60.010500,4.110000,13.890000,96.150000,32.640000
130,8037.708811,6753082,0,964726,7717808,482363,60.012500,4.290000,16.160000,143.970000,42.510000
140,8566.527367,7197610,0,1028230,8225840,514115,60.014400,3.800000,16.330000,179.560000,42.150000
150,8697.598854,7307566,0,1043938,8351504,521969,60.013000,4.030000,17.230000,191.920000,44.460000
160,8339.040440,7006300,0,1000900,8007200,500450,60.012900,3.700000,19.170000,170.560000,55.070000
170,8752.895071,7354368,0,1050624,8404992,525312,60.015800,3.600000,19.400000,186.000000,50.010000
