"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
14,70.979,13.440,3.620,0.0,0.0,11.961,68696935.0,52729385.0,0.0,28672.0,845453.0,183659.0,405873.0,405735.0
14,70.363,14.160,4.261,0.0,0.0,11.216,71902833.0,55196961.0,0.0,20480.0,858885.0,187283.0,424563.0,424426.0
14,69.327,13.678,5.603,0.0,0.0,11.393,70816333.0,54347043.0,0.0,16384.0,843833.0,191017.0,418520.0,418229.0
14,70.537,13.421,4.713,0.0,0.0,11.330,71471588.0,54868760.0,0.0,16384.0,850653.0,188987.0,422102.0,421976.0
14,68.345,13.450,6.913,0.0,0.0,11.292,69842404.0,53610671.0,0.0,16384.0,842007.0,198383.0,412358.0,412119.0
14,70.573,13.256,4.669,0.0,0.0,11.501,71665604.0,55013452.0,0.0,16384.0,850728.0,190580.0,423611.0,423462.0
14,68.948,13.375,6.562,0.0,0.0,11.115,70620185.0,54200666.0,0.0,28672.0,823888.0,192755.0,416956.0,416862.0
14,70.625,13.250,5.250,0.0,0.0,10.875,71307469.0,54733358.0,0.0,16384.0,834771.0,190749.0,421074.0,421004.0
14,69.334,12.973,6.314,0.0,0.0,11.379,70568882.0,54168012.0,0.0,49152.0,819566.0,196070.0,417088.0,416846.0
14,69.681,12.578,6.758,0.0,0.0,10.982,70307772.0,53968072.0,0.0,77824.0,819177.0,200537.0,415589.0,415158.0
14,70.087,13.868,5.037,0.0,0.0,11.007,71411343.0,54813083.0,0.0,16384.0,852832.0,189496.0,421628.0,421510.0
14,71.099,14.045,3.433,0.0,0.0,11.423,72412889.0,55574392.0,0.0,16384.0,864840.0,181814.0,427672.0,427556.0
14,70.366,13.942,3.876,0.0,0.0,11.816,71654107.0,55013692.0,0.0,40960.0,854047.0,188256.0,423431.0,423359.0
14,72.068,13.169,3.879,0.0,0.0,10.885,71859380.0,55152934.0,0.0,20480.0,854197.0,186400.0,424308.0,424172.0
14,71.348,13.889,2.903,0.0,0.0,11.860,74225313.0,56984627.0,0.0,16384.0,885835.0,189776.0,438139.0,437990.0
14,69.054,13.289,5.592,0.0,0.0,12.064,75657213.0,58102493.0,0.0,16384.0,916282.0,206649.0,447583.0,447488.0
14,69.620,14.263,3.896,0.0,0.0,12.221,76517746.0,58702219.0,0.0,16384.0,909717.0,206697.0,451804.0,451453.0
14,69.094,14.188,4.625,0.0,0.0,12.094,76096897.0,58410411.0,0.0,16384.0,898492.0,202483.0,449206.0,449103.0
14,69.320,13.764,5.618,0.0,0.0,11.298,75461112.0,57922719.0,0.0,32768.0,889856.0,204041.0,445618.0,445519.0
14,69.079,13.753,5.232,0.031,0.0,11.905,75763904.0,58189901.0,0.0,106496.0,893424.0,211446.0,448782.0,448338.0
14,69.738,13.929,4.466,0.0,0.0,11.868,75080407.0,57602198.0,0.0,16384.0,1049086.0,206783.0,442994.0,442712.0
14,71.710,12.191,4.033,0.0,0.0,12.066,76486505.0,58697406.0,0.0,16384.0,918611.0,203030.0,451583.0,451431.0
14,70.970,14.001,3.181,0.0,0.0,11.849,77244534.0,59295914.0,0.0,16384.0,917437.0,197414.0,456177.0,456052.0
14,69.438,14.031,4.469,0.0,0.0,12.062,75607649.0,58038265.0,0.0,28672.0,910361.0,209361.0,447032.0,446856.0
14,71.706,13.271,3.192,0.0,0.0,11.831,77108815.0,59205519.0,0.0,49152.0,915940.0,200013.0,455293.0,455213.0
14,69.717,13.962,4.151,0.0,0.0,12.170,75920042.0,58269918.0,0.0,16384.0,902459.0,208968.0,448678.0,448293.0
14,69.853,13.319,4.607,0.219,0.0,12.003,74951884.0,57534528.0,0.0,16384.0,947473.0,209501.0,443316.0,442912.0
14,70.500,13.666,3.424,0.0,0.0,12.410,76809478.0,58946785.0,0.0,16384.0,929782.0,198000.0,453566.0,453468.0
14,70.963,13.547,4.045,0.0,0.0,11.446,75962282.0,58295638.0,0.0,16384.0,918135.0,208029.0,448242.0,448031.0
14,71.308,13.675,3.091,0.0,0.0,11.926,77015787.0,59118957.0,0.0,90112.0,922622.0,198249.0,454756.0,454674.0
14,69.579,13.573,4.680,0.0,0.0,12.168,75519702.0,57976402.0,0.0,28672.0,890313.0,208981.0,446262.0,446119.0
14,69.512,14.259,4.128,0.0,0.0,12.101,75607506.0,58047187.0,0.0,16384.0,923162.0,207503.0,447022.0,446857.0
14,71.008,13.682,2.974,0.0,0.0,12.336,76950149.0,59043187.0,0.0,16384.0,920683.0,197678.0,453753.0,453664.0
14,70.285,13.513,3.535,0.0,0.0,12.668,76412064.0,58685838.0,0.0,20480.0,917359.0,204123.0,451925.0,451835.0
14,69.279,13.881,4.501,0.0,0.0,12.339,75508147.0,57959000.0,0.0,16384.0,902544.0,203435.0,445633.0,445427.0
14,68.646,13.195,6.409,0.0,0.0,11.750,73732119.0,56569923.0,0.0,20480.0,887245.0,216052.0,436497.0,435865.0
14,70.378,13.419,4.598,0.0,0.0,11.605,75334338.0,57827223.0,0.0,28672.0,913287.0,204941.0,444781.0,444602.0
14,71.129,13.919,2.846,0.0,0.0,12.105,77030097.0,59123837.0,0.0,16384.0,925458.0,197396.0,454734.0,454631.0
14,69.509,12.807,6.671,0.0,0.0,11.013,73376782.0,56310528.0,0.0,16384.0,868354.0,216453.0,432800.0,432614.0
14,68.985,14.192,5.420,0.031,0.0,11.372,74851622.0,57482731.0,0.0,163840.0,886403.0,214713.0,443086.0,442845.0
14,68.196,13.920,5.368,0.0,0.0,12.516,74703382.0,57338575.0,0.0,16384.0,884526.0,213670.0,440960.0,440903.0
14,65.997,14.160,8.257,0.0,0.0,11.586,70342423.0,53986292.0,0.0,16384.0,1058140.0,218593.0,415359.0,415208.0
14,68.048,13.465,6.560,0.0,0.0,11.927,73159886.0,56176129.0,0.0,28672.0,885003.0,222542.0,432708.0,432350.0
14,65.816,13.800,8.507,0.0,0.0,11.878,71809945.0,55117610.0,0.0,32768.0,845095.0,228567.0,424877.0,424475.0
14,69.317,13.619,5.229,0.0,0.0,11.835,74856045.0,57452240.0,0.0,16384.0,885460.0,208147.0,442105.0,441895.0
14,69.860,12.980,5.367,0.0,0.0,11.794,74534972.0,57182244.0,0.0,16384.0,887578.0,208204.0,439309.0,439184.0
14,68.132,13.689,6.531,0.031,0.0,11.617,73156623.0,56177676.0,0.0,20480.0,929364.0,215510.0,432926.0,432783.0
14,68.469,13.518,6.602,0.0,0.0,11.412,73096752.0,56096768.0,0.0,16384.0,905192.0,221202.0,431384.0,431238.0
14,67.982,13.753,5.984,0.0,0.0,12.281,74027414.0,56831349.0,0.0,40960.0,878870.0,215487.0,437333.0,437176.0
14,68.074,13.646,5.988,0.032,0.0,12.260,74030102.0,56816238.0,0.0,151552.0,870989.0,219216.0,436924.0,436844.0
14,68.775,13.122,6.076,0.0,0.0,12.026,73919357.0,56767426.0,0.0,16384.0,873829.0,219278.0,437191.0,437051.0
14,66.154,13.802,8.124,0.0,0.0,11.920,71826918.0,55126283.0,0.0,16384.0,843055.0,228924.0,424146.0,423847.0
14,68.350,14.178,5.332,0.0,0.0,12.139,74424028.0,57102545.0,0.0,16384.0,921777.0,211239.0,439334.0,439187.0
14,69.153,12.800,6.511,0.0,0.0,11.536,73653399.0,56548793.0,0.0,16384.0,871640.0,219253.0,435159.0,434994.0
14,68.148,14.049,5.569,0.0,0.0,12.234,74772264.0,57400468.0,0.0,28672.0,885826.0,211694.0,442019.0,441780.0
14,66.981,14.295,6.346,0.0,0.0,12.378,73677534.0,56554269.0,0.0,16384.0,872500.0,219403.0,435183.0,435015.0
14,69.802,13.872,3.743,0.0,0.0,12.583,76291006.0,58547187.0,0.0,16384.0,909681.0,203047.0,450385.0,450236.0
