"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
3,44.777,7.962,39.236,0.0,0.0,8.025,46656525.0,35815263.0,0.0,16384.0,502467.0,156986.0,275560.0,275551.0
3,47.774,9.033,34.383,0.0,0.0,8.810,50242500.0,38564508.0,0.0,28672.0,509062.0,175104.0,296707.0,296701.0
3,50.095,9.886,31.246,0.0,0.0,8.773,52216932.0,40089311.0,0.0,16384.0,538616.0,179586.0,308489.0,308492.0
3,51.703,9.328,28.717,0.0,0.0,10.252,54435799.0,41788452.0,0.0,16384.0,571287.0,189081.0,321432.0,321424.0
3,51.269,9.637,28.847,0.0,0.0,10.247,54464526.0,41806794.0,0.0,16384.0,576089.0,189129.0,321457.0,321448.0
3,50.160,9.265,31.118,0.0,0.0,9.457,52460749.0,40270555.0,0.0,16384.0,561244.0,181201.0,309729.0,309731.0
3,51.652,9.943,28.590,0.0,0.0,9.816,54154118.0,41576793.0,0.0,20480.0,571639.0,187893.0,319739.0,319730.0
3,49.504,10.074,30.636,0.032,0.0,9.754,52995980.0,40684916.0,0.0,81920.0,547677.0,180896.0,312771.0,312768.0
3,50.466,9.573,29.971,0.0,0.0,9.990,53461878.0,41036905.0,0.0,77824.0,557393.0,183704.0,315671.0,315665.0
3,50.673,9.321,30.301,0.0,0.0,9.705,52904848.0,40611640.0,0.0,94208.0,545487.0,181606.0,312285.0,312271.0
3,50.476,9.556,30.381,0.0,0.0,9.587,52993528.0,40680798.0,0.0,16384.0,547113.0,181624.0,312873.0,312888.0
3,51.065,9.755,30.187,0.0,0.0,8.993,53011600.0,40694816.0,0.0,16384.0,570300.0,182361.0,312946.0,312944.0
3,45.403,8.373,38.389,0.032,0.0,7.804,47269158.0,36288565.0,0.0,28672.0,459729.0,160589.0,279050.0,279048.0
3,42.907,8.435,41.406,0.0,0.0,7.252,45714214.0,35091917.0,0.0,16384.0,437297.0,161282.0,270105.0,270086.0
3,45.289,8.700,38.725,0.0,0.0,7.286,47138882.0,36185700.0,0.0,16384.0,462387.0,167240.0,277970.0,277990.0
3,43.165,8.024,41.326,0.0,0.0,7.485,45377906.0,34836467.0,0.0,16384.0,435981.0,159849.0,268156.0,268132.0
3,43.175,8.381,40.921,0.032,0.0,7.492,44944886.0,34509122.0,0.0,16384.0,564983.0,157087.0,265527.0,265531.0
3,44.554,9.146,38.488,0.0,0.0,7.812,47562908.0,36504930.0,0.0,16384.0,474276.0,170159.0,280800.0,280793.0
3,45.642,8.526,38.162,0.0,0.0,7.670,48225563.0,37017829.0,0.0,28672.0,480916.0,172956.0,284520.0,284516.0
3,43.048,8.444,40.984,0.063,0.0,7.460,44970780.0,34522728.0,0.0,163840.0,444310.0,156388.0,265439.0,265431.0
3,42.830,7.836,42.005,0.0,0.0,7.329,44209772.0,33936958.0,0.0,16384.0,422687.0,153330.0,260983.0,260985.0
3,42.952,8.597,40.898,0.0,0.0,7.554,45505420.0,34934128.0,0.0,16384.0,442698.0,158891.0,268681.0,268677.0
3,45.949,9.279,37.019,0.0,0.0,7.753,48824376.0,37478086.0,0.0,16384.0,490113.0,175361.0,288526.0,288523.0
3,47.164,8.668,36.042,0.0,0.0,8.126,49355575.0,37891145.0,0.0,16384.0,505634.0,174460.0,291243.0,291246.0
3,46.908,9.546,34.983,0.0,0.0,8.563,49747697.0,38186479.0,0.0,28672.0,509904.0,177891.0,293824.0,293810.0
3,49.165,9.039,33.291,0.0,0.0,8.504,51404934.0,39460061.0,0.0,16384.0,530249.0,183757.0,303308.0,303317.0
3,45.604,8.856,37.504,0.0,0.0,8.037,47191024.0,36227568.0,0.0,16384.0,531514.0,164595.0,278906.0,278893.0
3,44.020,8.779,39.090,0.0,0.0,8.111,47126010.0,36175399.0,0.0,20480.0,462551.0,162602.0,278106.0,278101.0
3,44.798,9.736,36.939,0.0,0.0,8.527,47699779.0,36613872.0,0.0,24576.0,477172.0,166654.0,281749.0,281744.0
3,45.417,9.515,36.949,0.063,0.0,8.056,48703320.0,37389448.0,0.0,163840.0,493198.0,171003.0,287252.0,287249.0
3,47.577,9.154,35.192,0.0,0.0,8.077,49538274.0,38027384.0,0.0,40960.0,504783.0,177831.0,292661.0,292651.0
3,46.452,9.440,35.949,0.0,0.0,8.159,48608738.0,37316223.0,0.0,16384.0,507110.0,174593.0,287140.0,287129.0
3,46.629,9.180,36.087,0.032,0.0,8.072,49183268.0,37757591.0,0.0,16384.0,494765.0,172297.0,290256.0,290267.0
3,47.515,8.959,35.074,0.0,0.0,8.452,49646384.0,38105550.0,0.0,20480.0,504609.0,175043.0,292949.0,292948.0
3,46.961,9.039,36.031,0.0,0.0,7.969,48756136.0,37433294.0,0.0,16384.0,489994.0,172737.0,287940.0,287936.0
3,47.777,9.272,34.752,0.0,0.0,8.199,49665310.0,38125384.0,0.0,16384.0,506935.0,175588.0,293343.0,293341.0
3,47.398,9.051,35.162,0.0,0.0,8.389,49475079.0,37979207.0,0.0,28672.0,508468.0,174309.0,291997.0,291996.0
3,46.824,9.560,35.189,0.0,0.0,8.428,49503631.0,38000451.0,0.0,16384.0,503582.0,175880.0,292206.0,292202.0
3,45.744,8.575,37.201,0.032,0.0,8.448,48181605.0,36982742.0,0.0,20480.0,481430.0,168715.0,284595.0,284584.0
3,47.249,8.855,35.579,0.0,0.0,8.318,49292772.0,37845629.0,0.0,77824.0,498426.0,174976.0,290995.0,290987.0
3,47.940,9.248,34.350,0.0,0.0,8.462,50164449.0,38506655.0,0.0,16384.0,513568.0,179127.0,296210.0,296202.0
3,49.225,9.079,32.774,0.0,0.0,8.921,51515810.0,39547147.0,0.0,16384.0,559443.0,184383.0,304010.0,304018.0
3,45.054,8.727,38.217,0.0,0.0,8.003,47112862.0,36168127.0,0.0,28672.0,493250.0,167734.0,278260.0,278233.0
3,44.607,8.368,39.230,0.0,0.0,7.795,46791885.0,35918144.0,0.0,32768.0,457759.0,166270.0,276227.0,276243.0
3,44.013,8.246,40.190,0.0,0.0,7.551,47101832.0,36156128.0,0.0,16384.0,459828.0,169072.0,278181.0,278173.0
3,42.314,8.368,41.521,0.032,0.0,7.765,45217480.0,34715248.0,0.0,16384.0,428905.0,158549.0,266872.0,266871.0
3,43.145,8.113,41.195,0.0,0.0,7.547,45458603.0,34891324.0,0.0,16384.0,437722.0,158777.0,268276.0,268276.0
3,43.014,8.055,41.536,0.0,0.0,7.395,45162907.0,34667161.0,0.0,16384.0,448854.0,159755.0,266933.0,266929.0
3,43.955,8.470,40.397,0.0,0.0,7.179,45373643.0,34838167.0,0.0,28672.0,438338.0,158285.0,267913.0,267911.0
3,42.622,7.980,42.020,0.063,0.0,7.315,44762964.0,34357848.0,0.0,106496.0,427563.0,158526.0,264271.0,264256.0
3,42.817,7.685,42.378,0.0,0.0,7.120,43958539.0,33743947.0,0.0,16384.0,415866.0,153962.0,259486.0,259482.0
3,43.929,8.105,40.145,0.0,0.0,7.821,46296236.0,35541650.0,0.0,16384.0,473511.0,164123.0,273210.0,273209.0
3,43.879,8.883,39.736,0.0,0.0,7.502,46172843.0,35442915.0,0.0,16384.0,446683.0,163070.0,272717.0,272704.0
3,43.981,8.436,39.874,0.0,0.0,7.709,45517560.0,34944448.0,0.0,20480.0,444286.0,160915.0,268556.0,268557.0
3,42.405,8.219,41.158,0.0,0.0,8.219,46196191.0,35461550.0,0.0,65536.0,448901.0,166407.0,272816.0,272807.0
3,43.937,8.190,41.016,0.0,0.0,6.857,45625995.0,35028223.0,0.0,16384.0,441195.0,160906.0,269442.0,269441.0
3,42.272,8.220,42.145,0.032,0.0,7.331,45060166.0,34587390.0,0.0,16384.0,432629.0,160247.0,266007.0,265999.0
3,43.002,9.426,40.273,0.0,0.0,7.299,45329323.0,34798546.0,0.0,16384.0,561614.0,161075.0,267597.0,267593.0
3,43.709,8.483,40.145,0.0,0.0,7.663,46082177.0,35376762.0,0.0,16384.0,462355.0,164581.0,272271.0,272259.0
