10,2041.720343,1715168,0,245024,1960192,122512,60.004300,2.700000,4.890000,27.010000,5.730000
20,4968.959937,4174142,0,596306,4770448,298153,60.003100,2.870000,4.010000,17.780000,4.670000
30,5941.527329,4991224,0,713032,5704256,356516,60.004100,2.960000,5.040000,19.560000,7.260000
40,6589.166794,5535306,0,790758,6326064,395379,60.004400,3.020000,6.060000,19.040000,8.510000
50,7616.715274,6398574,0,914082,7312656,457041,60.005000,2.840000,6.550000,35.060000,9.230000
60,9266.500571,7784574,0,1112082,8896656,556041,60.005500,2.950000,6.460000,40.680000,10.810000
70,10055.211514,8447166,0,1206738,9653904,603369,60.005600,2.810000,6.950000,72.390000,12.720000
80,10874.412559,9135420,0,1305060,10440480,652530,60.006000,3.170000,7.350000,78.240000,14.980000
90,11157.709145,9373616,0,1339088,10712704,669544,60.007300,2.990000,8.060000,99.520000,17.690000
100,11321.134858,9510942,0,1358706,10869648,679353,60.007500,3.300000,8.820000,79.760000,19.160000
110,12304.269647,10336844,0,1476692,11813536,738346,60.007300,3.400000,8.930000,80.290000,18.320000
120,12415.977870,10430812,0,1490116,11920928,745058,60.008000,3.340000,9.660000,100.560000,20.940000
130,13212.190192,11099886,0,1585698,12685584,792849,60.008900,2.910000,9.830000,122.960000,22.550000
140,13267.671398,11146590,0,1592370,12738960,796185,60.009400,3.300000,10.540000,117.910000,24.510000
150,13294.482893,11168836,0,1595548,12764384,797774,60.007900,3.200000,11.270000,153.200000,31.160000
160,13296.239454,11170684,0,1595812,12766496,797906,60.009900,3.210000,12.020000,207.420000,33.030000
170,13205.567655,11094692,0,1584956,12679648,792478,60.010900,2.970000,12.860000,226.250000,30.770000
