10,2100.293314,1764364,0,252052,2016416,126026,60.004000,2.640000,4.750000,31.730000,5.720000
20,4895.872914,4112780,0,587540,4700320,293770,60.003600,2.940000,4.070000,17.830000,4.830000
30,5869.278279,4930506,0,704358,5634864,352179,60.003800,3.020000,5.100000,14.290000,7.090000
40,6723.551194,5648216,0,806888,6455104,403444,60.004600,3.240000,5.940000,34.230000,8.580000
50,7683.480238,6454672,0,922096,7376768,461048,60.005100,2.750000,6.500000,61.400000,9.480000
60,9047.850773,7600866,0,1085838,8686704,542919,60.005300,2.900000,6.620000,25.680000,10.570000
70,10056.776804,8448664,0,1206952,9655616,603476,60.006900,2.940000,6.950000,75.940000,12.900000
80,10422.073756,8755432,0,1250776,10006208,625388,60.006100,2.690000,7.670000,129.750000,15.640000
90,11126.581709,9347310,0,1335330,10682640,667665,60.006300,3.270000,8.080000,102.740000,17.780000
100,11385.184790,9564926,0,1366418,10931344,683209,60.008600,3.170000,8.770000,88.530000,19.290000
110,12244.237842,10286514,0,1469502,11756016,734751,60.007900,3.260000,8.980000,123.670000,18.770000
120,12370.085721,10392396,0,1484628,11877024,742314,60.008800,3.040000,9.690000,107.100000,20.780000
130,13235.292157,11119276,0,1588468,12707744,794234,60.008800,3.270000,9.810000,98.190000,22.200000
140,13232.217190,11116952,0,1588136,12705088,794068,60.010200,3.240000,10.570000,116.310000,26.410000
150,13237.832424,11121614,0,1588802,12710416,794401,60.009900,3.050000,11.320000,133.970000,28.430000
160,13278.503583,11155802,0,1593686,12749488,796843,60.010000,3.190000,12.040000,128.490000,29.590000
170,13279.244151,11156796,0,1593828,12750624,796914,60.012000,3.020000,12.790000,151.290000,32.240000
