"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
13,69.296,19.981,4.084,0.0,0.0,6.640,18116092.0,45935247.0,0.0,20480.0,1379889.0,280155.0,210643.0,210654.0
13,69.598,19.738,4.397,0.031,0.0,6.236,18415946.0,46687651.0,0.0,32768.0,1383099.0,284866.0,214146.0,214161.0
13,70.134,19.275,4.155,0.0,0.0,6.435,18469010.0,46830826.0,0.0,16384.0,1397092.0,285863.0,214730.0,214746.0
13,68.866,19.761,4.555,0.0,0.0,6.817,18396904.0,46655036.0,0.0,16384.0,1370556.0,286781.0,213940.0,213937.0
13,68.627,19.643,5.036,0.0,0.0,6.694,18280900.0,46350280.0,0.0,16384.0,1363698.0,287527.0,212553.0,212561.0
13,69.337,19.743,4.255,0.0,0.0,6.665,18453924.0,46800464.0,0.0,16384.0,1376238.0,285668.0,214603.0,214614.0
13,69.519,19.582,4.716,0.0,0.0,6.184,18375722.0,46572139.0,0.0,16384.0,1363365.0,287820.0,213625.0,213628.0
13,69.045,19.937,4.319,0.0,0.0,6.698,18406272.0,46680793.0,0.0,28672.0,1367786.0,284766.0,214007.0,214022.0
13,70.084,19.478,4.007,0.0,0.0,6.431,18432186.0,46735770.0,0.0,20480.0,1373161.0,284077.0,214360.0,214380.0
13,69.676,19.054,4.514,0.0,0.0,6.756,18294680.0,46396734.0,0.0,163840.0,1363270.0,286509.0,212585.0,212576.0
13,69.281,19.580,4.330,0.0,0.0,6.809,18342450.0,46502910.0,0.0,24576.0,1384794.0,286328.0,213425.0,213450.0
13,68.705,20.038,4.453,0.0,0.0,6.805,18320824.0,46448861.0,0.0,16384.0,1360938.0,285096.0,213033.0,213038.0
13,68.090,19.881,4.868,0.0,0.0,7.161,18192900.0,46132121.0,0.0,16384.0,1345998.0,287728.0,211553.0,211560.0
13,68.971,19.643,4.629,0.0,0.0,6.756,18281692.0,46355467.0,0.0,40960.0,1354713.0,286626.0,212556.0,212550.0
13,69.457,18.520,5.403,0.0,0.0,6.621,18180486.0,46094111.0,0.0,16384.0,1343713.0,290156.0,211385.0,211392.0
13,69.069,19.273,5.327,0.0,0.0,6.330,18170392.0,46080698.0,0.0,16384.0,1342379.0,290758.0,211287.0,211291.0
13,69.346,19.470,4.891,0.0,0.0,6.293,18118776.0,45932089.0,0.0,20480.0,1410370.0,290000.0,210655.0,210679.0
13,69.236,19.048,5.138,0.0,0.0,6.579,18274456.0,46345580.0,0.0,16384.0,1353828.0,291042.0,212535.0,212552.0
13,69.221,19.439,5.514,0.0,0.0,5.826,18375746.0,46596208.0,0.0,28672.0,1362737.0,296432.0,213678.0,213665.0
13,68.136,19.418,6.598,0.0,0.0,5.847,18175744.0,46084936.0,0.0,77824.0,1337412.0,299087.0,211345.0,211352.0
13,69.457,19.051,5.996,0.0,0.0,5.497,18243144.0,46264971.0,0.0,16384.0,1352129.0,297570.0,212106.0,212127.0
13,65.733,19.981,8.777,0.0,0.0,5.509,17536000.0,44457243.0,0.0,16384.0,1460717.0,295741.0,203913.0,203915.0
13,69.233,19.171,5.642,0.0,0.0,5.954,18293950.0,46384013.0,0.0,16384.0,1401341.0,295683.0,212740.0,212728.0
13,68.837,19.256,6.047,0.031,0.0,5.829,18192986.0,46134847.0,0.0,28672.0,1352261.0,296602.0,211360.0,211368.0
13,68.834,18.662,6.440,0.0,0.0,6.064,18182418.0,46097629.0,0.0,20480.0,1344150.0,298493.0,211576.0,211584.0
13,68.395,19.863,6.340,0.0,0.0,5.403,18242128.0,46266459.0,0.0,28672.0,1345908.0,299970.0,211952.0,211941.0
13,66.771,19.937,7.429,0.031,0.0,5.831,17986130.0,45596915.0,0.0,16384.0,1372797.0,299532.0,209160.0,209183.0
13,68.267,19.483,6.203,0.0,0.0,6.047,18247624.0,46263781.0,0.0,16384.0,1357379.0,297669.0,212271.0,212284.0
13,68.359,20.492,5.232,0.0,0.0,5.917,18344812.0,46513716.0,0.0,16384.0,1373638.0,292453.0,213362.0,213369.0
13,68.024,19.010,6.546,0.0,0.0,6.420,18146000.0,46034200.0,0.0,102400.0,1341756.0,297878.0,211030.0,211030.0
13,68.254,20.075,5.789,0.0,0.0,5.882,18238492.0,46230071.0,0.0,16384.0,1347091.0,294016.0,212094.0,212093.0
13,68.095,19.487,6.318,0.0,0.0,6.099,18165482.0,46060409.0,0.0,20480.0,1349579.0,295741.0,211054.0,211065.0
13,68.487,19.501,5.710,0.0,0.0,6.303,18315478.0,46443224.0,0.0,16384.0,1353106.0,294936.0,213120.0,213129.0
13,68.966,19.749,5.392,0.0,0.0,5.893,18368814.0,46573756.0,0.0,16384.0,1359529.0,294322.0,213604.0,213619.0
13,68.206,20.062,5.679,0.0,0.0,6.053,18330778.0,46477197.0,0.0,28672.0,1349407.0,294768.0,213127.0,213139.0
13,69.043,18.762,5.847,0.0,0.0,6.348,18304548.0,46418726.0,0.0,20480.0,1352233.0,295315.0,212814.0,212811.0
13,68.128,19.443,6.481,0.0,0.0,5.949,18085152.0,45865275.0,0.0,16384.0,1333027.0,297593.0,210377.0,210378.0
13,68.580,19.719,5.523,0.0,0.0,6.178,18277726.0,46334550.0,0.0,16384.0,1384189.0,294895.0,212545.0,212542.0
13,68.390,19.651,5.793,0.0,0.0,6.166,18239786.0,46253055.0,0.0,16384.0,1346932.0,296456.0,212021.0,212030.0
13,68.046,20.006,5.864,0.0,0.0,6.083,18217372.0,46192214.0,0.0,110592.0,1343585.0,294893.0,211882.0,211900.0
13,68.281,19.688,6.062,0.0,0.0,5.969,18250136.0,46263698.0,0.0,28672.0,1347226.0,296458.0,212172.0,212163.0
