10,2255.224973,1894550,0,270650,2165200,135325,60.005100,2.450000,4.430000,17.810000,5.580000
20,4936.862227,4147220,0,592460,4739680,296230,60.003700,2.920000,4.040000,20.770000,4.860000
30,5933.911733,4984868,0,712124,5696992,356062,60.004600,3.070000,5.040000,29.870000,7.940000
40,6708.863080,5635924,0,805132,6441056,402566,60.005100,3.270000,5.950000,38.380000,8.760000
50,7631.475010,6411048,0,915864,7326912,457932,60.005700,2.890000,6.540000,63.540000,9.500000
60,9397.908202,7895006,0,1127858,9022864,563929,60.005800,2.840000,6.370000,38.860000,10.650000
70,10331.034115,8678922,0,1239846,9918768,619923,60.005900,2.910000,6.770000,44.630000,12.960000
80,10677.114493,8969688,0,1281384,10251072,640692,60.006100,3.110000,7.480000,80.610000,15.170000
90,11045.690422,9279648,0,1325664,10605312,662832,60.008200,2.940000,8.140000,75.210000,17.140000
100,11989.104586,10072006,0,1438858,11510864,719429,60.006900,3.220000,8.330000,97.700000,17.500000
110,12284.522050,10320254,0,1474322,11794576,737161,60.007300,3.340000,8.950000,125.230000,19.390000
120,11577.066964,9726276,0,1389468,11115744,694734,60.009500,3.530000,10.360000,167.780000,25.050000
130,13182.202966,11074896,0,1582128,12657024,791064,60.010000,3.110000,9.850000,115.810000,23.180000
140,13297.483036,11171524,0,1595932,12767456,797966,60.008800,3.010000,10.520000,119.610000,23.960000
150,13227.459973,11112696,0,1587528,12700224,793764,60.008800,3.080000,11.330000,150.110000,27.650000
160,13260.278721,11140472,0,1591496,12731968,795748,60.009900,3.030000,12.060000,145.970000,30.540000
170,13318.074486,11188842,0,1598406,12787248,799203,60.008900,2.880000,12.750000,151.340000,32.990000
