"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
5,53.233,16.325,24.936,0.0,0.0,5.506,11360079.0,28801231.0,0.0,16384.0,769216.0,218238.0,132259.0,132244.0
5,55.786,16.784,22.442,0.0,0.0,4.987,11067818.0,28066386.0,0.0,16384.0,762833.0,210004.0,128674.0,128675.0
5,49.393,15.345,29.668,0.0,0.0,5.595,12024000.0,30481303.0,0.0,16384.0,777036.0,230460.0,139610.0,139604.0
5,54.793,16.768,23.469,0.0,0.0,4.970,11293746.0,28634833.0,0.0,16384.0,773603.0,216019.0,131464.0,131460.0
5,51.571,14.135,29.038,0.0,0.0,5.256,11714996.0,29710161.0,0.0,16384.0,768682.0,224994.0,136266.0,136270.0
5,57.047,16.240,21.589,0.032,0.0,5.093,11108546.0,28162232.0,0.0,28672.0,772363.0,212101.0,129165.0,129158.0
5,49.446,13.811,31.232,0.0,0.0,5.512,11811536.0,29950737.0,0.0,16384.0,750440.0,225542.0,137152.0,137152.0
5,55.584,15.316,24.059,0.0,0.0,5.041,11362016.0,28807598.0,0.0,16384.0,774092.0,217836.0,132325.0,132323.0
5,50.064,14.473,30.096,0.0,0.0,5.367,11688784.0,29635483.0,0.0,20480.0,751927.0,223244.0,135710.0,135704.0
5,52.871,15.464,26.468,0.032,0.0,5.165,11431926.0,28984616.0,0.0,90112.0,787272.0,219053.0,132963.0,132958.0
5,55.509,17.311,21.750,0.0,0.0,5.430,11172814.0,28333661.0,0.0,16384.0,776148.0,214010.0,130071.0,130061.0
5,56.977,16.206,21.543,0.0,0.0,5.273,11115474.0,28183991.0,0.0,28672.0,773533.0,212339.0,129251.0,129257.0
5,56.928,16.389,21.648,0.032,0.0,5.003,11100714.0,28148467.0,0.0,16384.0,770851.0,211750.0,129027.0,129023.0
5,50.827,14.695,29.008,0.0,0.0,5.471,11560858.0,29308408.0,0.0,16384.0,750432.0,220870.0,134320.0,134319.0
5,50.048,14.671,30.105,0.0,0.0,5.176,11717932.0,29718182.0,0.0,16384.0,755251.0,225393.0,136282.0,136288.0
5,51.140,15.896,28.024,0.0,0.0,4.940,11273236.0,28581248.0,0.0,16384.0,792522.0,216227.0,131106.0,131100.0
5,49.269,15.702,30.070,0.032,0.0,4.927,11715780.0,29706585.0,0.0,16384.0,758601.0,224296.0,136212.0,136207.0
5,46.599,14.053,34.398,0.0,0.0,4.950,12024246.0,30488828.0,0.0,28672.0,749538.0,230857.0,139783.0,139780.0
5,51.383,14.944,27.536,0.0,0.0,6.137,11662148.0,29568579.0,0.0,16384.0,771531.0,224616.0,135784.0,135785.0
5,49.522,14.413,30.389,0.032,0.0,5.644,11991160.0,30402845.0,0.0,102400.0,779741.0,236473.0,139289.0,139291.0
5,49.098,13.675,32.320,0.0,0.0,4.907,12670982.0,32126432.0,0.0,16384.0,859961.0,269027.0,147323.0,147320.0
5,48.893,14.405,31.665,0.0,0.0,5.037,12734202.0,32291346.0,0.0,20480.0,852751.0,269210.0,148081.0,148078.0
5,50.842,14.426,29.425,0.0,0.0,5.307,13016062.0,33007078.0,0.0,16384.0,878768.0,274358.0,151421.0,151424.0
5,54.681,15.487,24.119,0.0,0.0,5.712,13882490.0,35195712.0,0.0,40960.0,965511.0,288025.0,161443.0,161428.0
5,55.013,15.831,24.016,0.0,0.0,5.140,13792016.0,34971099.0,0.0,16384.0,959991.0,286845.0,160313.0,160313.0
5,54.681,16.344,23.294,0.0,0.0,5.681,13980052.0,35447039.0,0.0,16384.0,986643.0,290263.0,162538.0,162535.0
5,55.450,15.987,23.476,0.0,0.0,5.087,13967664.0,35423536.0,0.0,16384.0,975683.0,290708.0,162450.0,162447.0
5,55.531,15.771,23.388,0.0,0.0,5.310,13935960.0,35329122.0,0.0,16384.0,972879.0,289596.0,162050.0,162055.0
5,54.936,16.051,23.248,0.032,0.0,5.732,13943026.0,35348874.0,0.0,28672.0,977574.0,290460.0,162074.0,162061.0
5,55.156,15.213,24.125,0.032,0.0,5.474,13902774.0,35257986.0,0.0,163840.0,967630.0,287264.0,161679.0,161682.0
5,55.524,15.365,23.524,0.0,0.0,5.587,13844506.0,35101485.0,0.0,16384.0,966515.0,283585.0,161012.0,161011.0
5,55.398,15.593,23.359,0.0,0.0,5.650,13890536.0,35222882.0,0.0,20480.0,964680.0,282884.0,161447.0,161443.0
5,54.257,16.357,23.560,0.032,0.0,5.794,13909290.0,35269345.0,0.0,16384.0,975190.0,284977.0,161818.0,161813.0
5,55.203,15.324,23.541,0.0,0.0,5.933,13867762.0,35155897.0,0.0,16384.0,970296.0,285341.0,161204.0,161206.0
5,54.883,15.726,23.843,0.0,0.0,5.549,13740060.0,34842992.0,0.0,28672.0,952225.0,281591.0,159826.0,159820.0
5,53.074,15.578,25.454,0.0,0.0,5.894,13585734.0,34449226.0,0.0,16384.0,976853.0,278846.0,157963.0,157971.0
5,54.751,15.828,23.977,0.0,0.0,5.444,13841116.0,35095897.0,0.0,16384.0,960766.0,283812.0,160952.0,160941.0
5,54.426,15.468,24.129,0.0,0.0,5.976,13929008.0,35319073.0,0.0,16384.0,966229.0,286583.0,161930.0,161924.0
5,53.433,15.746,25.232,0.0,0.0,5.589,13711654.0,34761410.0,0.0,16384.0,945354.0,282428.0,159459.0,159462.0
5,53.824,15.521,24.968,0.032,0.0,5.656,13815346.0,35027945.0,0.0,163840.0,952222.0,283622.0,160567.0,160554.0
5,53.189,15.868,25.421,0.0,0.0,5.522,13559400.0,34383988.0,0.0,28672.0,990302.0,278630.0,157741.0,157746.0
5,53.966,15.609,24.841,0.0,0.0,5.584,13577690.0,34420894.0,0.0,20480.0,962692.0,279599.0,157864.0,157857.0
5,55.387,15.336,23.606,0.032,0.0,5.640,13926754.0,35320228.0,0.0,16384.0,969486.0,285532.0,161934.0,161937.0
5,55.587,15.262,23.819,0.0,0.0,5.332,13844704.0,35099720.0,0.0,16384.0,963950.0,284203.0,160981.0,160972.0
5,55.109,15.913,23.758,0.0,0.0,5.220,13815438.0,35033486.0,0.0,20480.0,960769.0,284018.0,160722.0,160719.0
5,54.631,15.911,23.945,0.0,0.0,5.514,13870886.0,35171176.0,0.0,16384.0,960581.0,283981.0,161261.0,161267.0
5,55.204,15.407,23.410,0.095,0.0,5.884,13704410.0,34745054.0,0.0,28672.0,967776.0,281520.0,159321.0,159317.0
5,54.296,15.810,24.082,0.0,0.0,5.813,13854688.0,35134783.0,0.0,16384.0,962278.0,284411.0,161119.0,161111.0
5,54.130,15.025,24.936,0.0,0.0,5.909,13668792.0,34655555.0,0.0,16384.0,942889.0,280610.0,158903.0,158909.0
5,54.285,15.960,23.638,0.032,0.0,6.085,13863856.0,35152544.0,0.0,163840.0,966062.0,285510.0,161220.0,161217.0
5,55.076,15.858,23.676,0.0,0.0,5.391,13898874.0,35244925.0,0.0,16384.0,965821.0,286003.0,161611.0,161606.0
5,54.891,14.403,25.293,0.0,0.0,5.413,13677090.0,34675739.0,0.0,20480.0,941929.0,281600.0,159035.0,159035.0
5,53.327,16.187,24.824,0.0,0.0,5.662,13774590.0,34929941.0,0.0,28672.0,951281.0,283182.0,160170.0,160163.0
5,54.688,15.576,24.072,0.0,0.0,5.664,13882792.0,35198351.0,0.0,16384.0,960917.0,285323.0,161419.0,161424.0
5,53.408,15.541,25.446,0.0,0.0,5.605,13684030.0,34697137.0,0.0,24576.0,938731.0,278964.0,159137.0,159129.0
5,55.043,15.397,24.059,0.0,0.0,5.501,13890794.0,35224728.0,0.0,16384.0,962483.0,285415.0,161548.0,161552.0
5,55.200,15.296,23.936,0.0,0.0,5.568,13842892.0,35101423.0,0.0,16384.0,968158.0,284218.0,160929.0,160927.0
5,54.603,15.929,23.829,0.0,0.0,5.639,13872820.0,35170053.0,0.0,16384.0,962717.0,285612.0,161301.0,161304.0
