10,2369.606482,1990632,0,284376,2275008,142188,60.004900,2.490000,4.210000,28.010000,5.460000
20,4882.573321,4101594,0,585942,4687536,292971,60.003400,2.970000,4.090000,18.310000,4.790000
30,5905.433602,4960928,0,708704,5669632,354352,60.004400,3.070000,5.070000,20.820000,6.540000
40,6662.333702,5596836,0,799548,6396384,399774,60.005100,2.940000,5.990000,24.550000,8.560000
50,7620.876823,6402102,0,914586,7316688,457293,60.005300,2.900000,6.550000,41.460000,9.280000
60,9162.911462,7697564,0,1099652,8797216,549826,60.005600,2.910000,6.540000,43.430000,10.740000
70,10139.535814,8518076,0,1216868,9734944,608434,60.006100,2.940000,6.890000,67.890000,12.650000
80,10860.288702,9123646,0,1303378,10427024,651689,60.006600,2.950000,7.360000,93.940000,15.340000
90,11123.715343,9344902,0,1334986,10679888,667493,60.006300,3.190000,8.080000,85.760000,17.190000
100,11349.016955,9534350,0,1362050,10896400,681025,60.007400,3.370000,8.800000,96.540000,19.420000
110,12017.377799,10095876,0,1442268,11538144,721134,60.007600,3.220000,9.140000,98.890000,19.920000
120,12443.632328,10454010,0,1493430,11947440,746715,60.007800,3.350000,9.630000,114.910000,20.050000
130,12533.171351,10529022,0,1504146,12033168,752073,60.006600,3.190000,10.360000,149.110000,24.640000
140,13234.182035,11118436,0,1588348,12706784,794174,60.009300,3.120000,10.570000,152.220000,25.490000
150,13255.289614,11136132,0,1590876,12727008,795438,60.009100,3.030000,11.310000,141.400000,27.440000
160,13300.305945,11174268,0,1596324,12770592,798162,60.010800,3.200000,12.020000,152.040000,31.630000
170,13317.363613,11188338,0,1598334,12786672,799167,60.009400,2.980000,12.760000,136.740000,29.610000
