"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
9,68.283,13.498,13.371,0.0,0.0,4.848,13358754.0,33872755.0,32768.0,16384.0,1084821.0,231773.0,155427.0,155431.0
9,65.702,13.751,15.576,0.031,0.0,4.940,13159390.0,33366940.0,0.0,28672.0,1010554.0,232574.0,153018.0,153013.0
9,66.719,13.445,15.185,0.0,0.0,4.650,13213818.0,33513061.0,65536.0,16384.0,1014843.0,233002.0,153645.0,153653.0
9,66.572,13.674,14.808,0.0,0.0,4.946,13271316.0,33649950.0,0.0,16384.0,1020133.0,233046.0,154371.0,154367.0
9,67.352,13.603,13.761,0.0,0.0,5.283,13358884.0,33874728.0,53248.0,20480.0,1033654.0,232633.0,155298.0,155295.0
9,66.359,12.985,15.500,0.032,0.0,5.124,12996306.0,32940127.0,16384.0,28672.0,1145745.0,230592.0,151181.0,151171.0
9,66.688,13.484,15.165,0.0,0.0,4.664,13193294.0,33464279.0,32768.0,16384.0,1055660.0,232000.0,153302.0,153299.0
9,66.211,14.209,14.685,0.032,0.0,4.863,13259798.0,33620843.0,32768.0,16384.0,1030748.0,232521.0,154291.0,154294.0
9,66.310,13.287,15.271,0.0,0.0,5.132,13184416.0,33429772.0,0.0,16384.0,1011852.0,231326.0,153259.0,153260.0
9,66.444,12.825,15.841,0.0,0.0,4.889,13139898.0,33316914.0,49152.0,90112.0,1002882.0,231136.0,152718.0,152705.0
9,66.189,13.098,15.647,0.032,0.0,5.035,13154282.0,33358213.0,16384.0,16384.0,1006774.0,230915.0,153019.0,153015.0
9,64.994,13.889,16.035,0.0,0.0,5.082,13106352.0,33232140.0,32768.0,36864.0,997204.0,231255.0,152394.0,152393.0
9,67.485,13.409,14.636,0.0,0.0,4.470,13247886.0,33593828.0,49152.0,16384.0,1018389.0,230005.0,154014.0,154008.0
9,66.339,13.547,15.006,0.0,0.0,5.108,13219442.0,33510007.0,0.0,16384.0,1011914.0,231208.0,153787.0,153796.0
9,65.342,13.482,16.025,0.0,0.0,5.151,13113990.0,33266106.0,20480.0,20480.0,999762.0,231020.0,152458.0,152449.0
9,66.468,12.880,15.763,0.0,0.0,4.889,13122030.0,33261007.0,0.0,16384.0,1015498.0,231687.0,152552.0,152544.0
9,68.150,13.226,13.952,0.0,0.0,4.672,13306966.0,33748021.0,32768.0,40960.0,1024684.0,230304.0,154791.0,154804.0
9,64.236,12.611,18.057,0.0,0.0,5.096,12871802.0,32639258.0,0.0,16384.0,977000.0,230949.0,149642.0,149639.0
9,59.924,12.389,23.704,0.0,0.0,3.982,12284406.0,31134204.0,32768.0,16384.0,910811.0,232806.0,142825.0,142820.0
9,61.359,12.701,21.927,0.032,0.0,3.981,12508578.0,31720943.0,0.0,90112.0,938718.0,237830.0,145490.0,145485.0
