"usr","sys","idl","wai","hiq","siq","recv","send","read","writ","int","csw","#recv","#send"
8,65.575,19.181,9.008,0.0,0.0,6.236,18004294.0,45656355.0,16384.0,32768.0,1401591.0,307101.0,209349.0,209351.0
8,66.204,18.916,8.922,0.0,0.0,5.958,18020286.0,45696528.0,16384.0,16384.0,1405439.0,307904.0,209570.0,209557.0
8,65.324,19.320,9.031,0.0,0.0,6.325,17957980.0,45534925.0,16384.0,16384.0,1398943.0,308109.0,208809.0,208817.0
8,63.835,19.366,10.333,0.0,0.0,6.466,17855372.0,45269516.0,0.0,28672.0,1377127.0,309201.0,207606.0,207600.0
8,63.285,18.865,11.509,0.0,0.0,6.341,17583682.0,44594201.0,49152.0,16384.0,1418080.0,309282.0,204493.0,204496.0
8,63.477,18.884,10.750,0.0,0.0,6.890,17790728.0,45108905.0,16384.0,16384.0,1384736.0,309782.0,206766.0,206758.0
8,63.677,17.593,12.224,0.0,0.0,6.507,17626346.0,44692643.0,16384.0,32768.0,1345989.0,310962.0,205038.0,205048.0
8,62.999,18.136,12.841,0.0,0.0,6.024,17555794.0,44515430.0,16384.0,20480.0,1335790.0,313463.0,204157.0,204155.0
8,62.749,18.055,13.019,0.0,0.0,6.177,17449196.0,44240222.0,32768.0,24576.0,1325499.0,314169.0,202865.0,202849.0
8,62.185,18.127,13.762,0.032,0.0,5.894,17404808.0,44141060.0,32768.0,163840.0,1317889.0,314887.0,202403.0,202411.0
8,62.559,18.499,13.050,0.0,0.0,5.892,17245022.0,43720543.0,49152.0,16384.0,1482439.0,309660.0,200490.0,200483.0
8,63.078,18.429,12.318,0.0,0.0,6.175,17510214.0,44396476.0,16384.0,16384.0,1367287.0,312559.0,203536.0,203527.0
8,63.360,17.971,13.027,0.0,0.0,5.642,17469866.0,44305416.0,65536.0,40960.0,1340649.0,315265.0,203233.0,203230.0
8,63.990,18.116,11.856,0.0,0.0,6.039,17629742.0,44698442.0,32768.0,16384.0,1356401.0,312622.0,205014.0,205000.0
8,62.223,17.764,13.838,0.0,0.0,6.175,17325746.0,43926925.0,49152.0,16384.0,1310980.0,314337.0,201473.0,201480.0
8,62.851,17.849,13.213,0.063,0.0,6.023,17408778.0,44141201.0,81920.0,20480.0,1327221.0,314723.0,202382.0,202387.0
8,64.061,17.905,12.332,0.0,0.0,5.701,17633646.0,44714835.0,16384.0,16384.0,1349076.0,312761.0,205101.0,205089.0
8,65.013,17.812,10.782,0.0,0.0,6.393,17777356.0,45080503.0,49152.0,16384.0,1367653.0,310411.0,206650.0,206662.0
8,64.679,18.144,10.184,0.0,0.0,6.993,17868944.0,45301755.0,16384.0,28672.0,1384371.0,309219.0,207815.0,207815.0
8,63.820,18.362,11.164,0.0,0.0,6.654,17740382.0,44984478.0,16384.0,139264.0,1359719.0,311544.0,206259.0,206245.0
8,64.039,17.900,11.599,0.0,0.0,6.462,17685838.0,44845849.0,65536.0,16384.0,1368844.0,311300.0,205665.0,205661.0
8,63.633,18.070,11.593,0.0,0.0,6.703,17715630.0,44931927.0,16384.0,16384.0,1358030.0,311528.0,205935.0,205936.0
8,64.355,17.952,11.406,0.0,0.0,6.286,17733996.0,44944550.0,0.0,16384.0,1358765.0,311130.0,206088.0,206082.0
8,64.777,18.599,10.287,0.0,0.0,6.338,17822416.0,45200850.0,0.0,20480.0,1373210.0,308732.0,207408.0,207423.0
8,66.293,18.150,10.019,0.0,0.0,5.538,17866628.0,45310605.0,32768.0,28672.0,1387240.0,310545.0,207744.0,207735.0
8,65.095,18.987,10.190,0.0,0.0,5.728,17845128.0,45241495.0,0.0,16384.0,1379097.0,310146.0,207536.0,207535.0
8,66.180,18.369,10.152,0.0,0.0,5.298,17630406.0,44699715.0,32768.0,16384.0,1459548.0,309013.0,204949.0,204939.0
8,64.869,19.710,9.902,0.0,0.0,5.519,17821994.0,45205736.0,0.0,16384.0,1378838.0,308029.0,207128.0,207126.0
8,66.402,18.211,9.772,0.0,0.0,5.615,17855042.0,45265904.0,16384.0,16384.0,1378170.0,307717.0,207777.0,207787.0
