10,3394.4546774,36.5854704865967,3370.0941113,34.354604314108,3383.7367548,38.5929044670037,3177.7418447,48.5102547012437
30,6708.9524108,46.507376003834,6583.2930454,104.25980932153,6540.0276022,75.6664175906584,5882.3474244,85.4377658740955
50,9134.22848,440.340806321526,7977.3047393,241.590449341862,8139.8067447,381.812160180461,6969.3720744,130.123252694823
70,11391.5111747,570.678246721477,10452.0713787,700.178649548447,10413.5805833,703.241597473736,9281.674029,248.362463944216
90,12427.6636443,467.145251934502,11658.1175159,593.307702487268,11689.4874121,420.226183815789,9963.3511916,343.127205781977
110,13045.2175801,146.372874865193,12230.2405953,454.309560872367,12343.5595547,261.472461726427,10588.32541,235.609880147251
130,13214.4986739,94.1457885613442,12775.3713107,126.668794409494,12617.292089,128.553096744128,11104.811551,231.568436848666
150,13353.0770343,73.1847829925539,12949.8296686,156.640278240771,12786.9936609,103.877177132351,11337.426147,207.45166169338
170,13373.0210781,42.7669703337643,13056.644758,77.0827504208113,12915.8097121,131.25508259075,11290.6296883,191.823085428671
190,13337.8498384,26.8703664019353,13125.8546593,52.3114941230338,12959.1424938,104.187204052946,11438.0539726,84.8437420557725
210,13340.6558298,30.6536918666141,13096.974102,66.5525189124895,12939.6229826,58.1070376740286,11370.402607,140.356857212273
230,13245.8651644,81.4113936923138,13095.9762464,19.4369542450414,12948.7065126,49.192485231214,11407.380846,120.092618295451
250,13202.8318588,28.817413246734,13027.5840784,85.8552872064161,12919.6623999,24.0465414106233,11315.588685,79.0945119053739
270,13091.0211578,95.9277666838973,12974.4340896,31.3290494372502,12836.4148837,32.9273783633386,11313.3978084,99.8639773389364
290,13007.5466283,31.9126406943748,12876.8169068,21.3323775821344,12757.2229605,39.1310049389383,11304.4809642,39.7761456341276
